video_id,url,category,status
RTNpkUObDTs,https://www.youtube.com/watch?v=RTNpkUObDTs&pp=ygUeTHVtYSBEcmVhbSBNYWNoaW5lIGdlbmVyYXRpb25z0gcJCdQKAYcqIYzv,ai,completed
Rw42ya_u424,https://www.youtube.com/watch?v=Rw42ya_u424&pp=ygUeTHVtYSBEcmVhbSBNYWNoaW5lIGdlbmVyYXRpb25z,ai,completed
BruwZ6Lwsi8,https://www.youtube.com/watch?v=BruwZ6Lwsi8&pp=ygUeTHVtYSBEcmVhbSBNYWNoaW5lIGdlbmVyYXRpb25z,ai,completed
w7ZCcWsx5bU,https://www.youtube.com/watch?v=w7ZCcWsx5bU&pp=ygUeTHVtYSBEcmVhbSBNYWNoaW5lIGdlbmVyYXRpb25z,ai,completed
94vBNacB0Ds,https://www.youtube.com/watch?v=94vBNacB0Ds&pp=ygUeTHVtYSBEcmVhbSBNYWNoaW5lIGdlbmVyYXRpb25z,ai,completed
vs-NFPQuDG0,https://www.youtube.com/watch?v=vs-NFPQuDG0&pp=ygUeTHVtYSBEcmVhbSBNYWNoaW5lIGdlbmVyYXRpb25z,ai,completed
DuI1Nx98Stk,https://www.youtube.com/watch?v=DuI1Nx98Stk&t=481s&pp=ygUeTHVtYSBEcmVhbSBNYWNoaW5lIGdlbmVyYXRpb25z,ai,completed
MZh2RhG4tkM,https://www.youtube.com/watch?v=MZh2RhG4tkM&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
K734X6AJSao,https://www.youtube.com/watch?v=K734X6AJSao&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
g6qcm4USFtE,https://www.youtube.com/watch?v=g6qcm4USFtE&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
QL6bCyYRMdM,https://www.youtube.com/watch?v=QL6bCyYRMdM&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
1ugUllz4wCs,https://www.youtube.com/watch?v=1ugUllz4wCs&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
YVaoXmPdYWo,https://www.youtube.com/watch?v=YVaoXmPdYWo&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,failed
x1z3Ypd49hs,https://www.youtube.com/watch?v=x1z3Ypd49hs&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
PsdSV1Gtzs0,https://www.youtube.com/watch?v=PsdSV1Gtzs0&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
j_1esvFMVLM,https://www.youtube.com/watch?v=j_1esvFMVLM&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
8uRs5ve3ga4,https://www.youtube.com/watch?v=8uRs5ve3ga4&pp=ygUYUGlrYSBsYWJzIHZpZGVvIGV4YW1wbGVz,ai,completed
Z1bIGyXnh6U,https://www.youtube.com/watch?v=Z1bIGyXnh6U&t=27s&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbg%3D%3D,ai,completed
xoZG5WQbgMw,https://www.youtube.com/watch?v=xoZG5WQbgMw&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbg%3D%3D,ai,completed
Lz0B-xNPw_4,https://www.youtube.com/watch?v=Lz0B-xNPw_4&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbg%3D%3D,ai,completed
E9PvSeIO5NY,https://www.youtube.com/watch?v=E9PvSeIO5NY&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbg%3D%3D,ai,completed
pVQ0CSs1r-c,https://www.youtube.com/watch?v=pVQ0CSs1r-c&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbtIHCQnUCgGHKiGM7w%3D%3D,ai,completed
FfQQwEgaYJY,https://www.youtube.com/watch?v=FfQQwEgaYJY&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbtIHCQnUCgGHKiGM7w%3D%3D,ai,completed
hZv1KGDHW7c,https://www.youtube.com/watch?v=hZv1KGDHW7c&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbg%3D%3D,ai,completed
kGrH9d--L5w,https://www.youtube.com/watch?v=kGrH9d--L5w&t=113s&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbg%3D%3D,ai,completed
B2FD9WpMHbs,https://www.youtube.com/watch?v=B2FD9WpMHbs&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbg%3D%3D,ai,completed
EEGgS__9iaA,https://www.youtube.com/watch?v=EEGgS__9iaA&t=50s&pp=ygUiTWlkam91cm5leSBWNiB0byB2aWRlbyBjb21waWxhdGlvbg%3D%3D,ai,completed
pLyeqX62Se0,https://www.youtube.com/watch?v=pLyeqX62Se0&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbg%3D%3D,ai,completed
oGC9t0X_658,https://www.youtube.com/watch?v=oGC9t0X_658&list=RDoGC9t0X_658&start_radio=1&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbqAHAQ%3D%3D,ai,completed
yVQJQ5Sn2sw,https://www.youtube.com/watch?v=yVQJQ5Sn2sw&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbg%3D%3D,ai,completed
VWcPEC44VJk,https://www.youtube.com/watch?v=VWcPEC44VJk&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbg%3D%3D,ai,completed
l2I25hhbQ2c,https://www.youtube.com/watch?v=l2I25hhbQ2c&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbg%3D%3D,ai,completed
ylbHbN-cLUE,https://www.youtube.com/watch?v=ylbHbN-cLUE&list=RDylbHbN-cLUE&start_radio=1&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbqAHAQ%3D%3D,ai,completed
ETmHEnA7XfQ,https://www.youtube.com/watch?v=ETmHEnA7XfQ&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbg%3D%3D,ai,completed
6snk7gw898g,https://www.youtube.com/watch?v=6snk7gw898g&list=RD6snk7gw898g&start_radio=1&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbqAHAQ%3D%3D,ai,completed
bicPayZDI60,https://www.youtube.com/watch?v=bicPayZDI60&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbg%3D%3D,ai,completed
lLhsOe6q18Q,https://www.youtube.com/watch?v=lLhsOe6q18Q&pp=ygUiRGVmb3J1bSBTdGFibGUgRGlmZnVzaW9uIGFuaW1hdGlvbg%3D%3D,ai,completed
40xtlLJsUeY,https://www.youtube.com/watch?v=40xtlLJsUeY&pp=ygUbQUkgZ2VuZXJhdGVkIHBlb3BsZSB3YWxraW5n,ai,completed
MWLLIjOTqkE,https://www.youtube.com/watch?v=MWLLIjOTqkE&pp=ygUbQUkgZ2VuZXJhdGVkIHBlb3BsZSB3YWxraW5n,ai,completed
9Yvyb3NMvd4,https://www.youtube.com/watch?v=9Yvyb3NMvd4&pp=ygUbQUkgZ2VuZXJhdGVkIHBlb3BsZSB3YWxraW5n,ai,completed
f2N1bRoSVVk,https://www.youtube.com/watch?v=f2N1bRoSVVk&pp=ygUbQUkgZ2VuZXJhdGVkIHBlb3BsZSB3YWxraW5n,ai,completed
j8hlMkrfkw4,https://www.youtube.com/watch?v=j8hlMkrfkw4&pp=ygUbQUkgZ2VuZXJhdGVkIHBlb3BsZSB3YWxraW5n,ai,completed
xvs7p5KfPqM,https://www.youtube.com/watch?v=xvs7p5KfPqM&pp=ygUbQUkgZ2VuZXJhdGVkIHBlb3BsZSB3YWxraW5n,ai,completed
SA6fUs3dsRU,https://www.youtube.com/watch?v=SA6fUs3dsRU&pp=ygUbQUkgZ2VuZXJhdGVkIHBlb3BsZSB3YWxraW5n,ai,completed
KN9m668Aj00,https://www.youtube.com/watch?v=KN9m668Aj00&pp=ygUbQUkgZ2VuZXJhdGVkIHBlb3BsZSB3YWxraW5n,ai,completed
FERa1AI2EK8,https://www.youtube.com/watch?v=FERa1AI2EK8&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3TSBwkJ1AoBhyohjO8%3D,ai,completed
3wVpVH0Wa6E,https://www.youtube.com/watch?v=3wVpVH0Wa6E&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3Q%3D,ai,completed
eC8mZceIy5k,https://www.youtube.com/watch?v=eC8mZceIy5k&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3Q%3D,ai,completed
sisnzgc73zc,https://www.youtube.com/watch?v=sisnzgc73zc&t=113s&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3Q%3D,ai,completed
WFc6t-c892A,https://www.youtube.com/watch?v=WFc6t-c892A&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3TSBwkJ1AoBhyohjO8%3D,ai,completed
I7gwT9sjYNA,https://www.youtube.com/watch?v=I7gwT9sjYNA&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3Q%3D,ai,completed
IkwWEEZXjPw,https://www.youtube.com/watch?v=IkwWEEZXjPw&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3Q%3D,ai,completed
cnUd0TpuoXI,https://www.youtube.com/watch?v=cnUd0TpuoXI&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3Q%3D,ai,completed
GMoOCKkcd_w,https://www.youtube.com/watch?v=GMoOCKkcd_w&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3TSBwkJ1AoBhyohjO8%3D,ai,completed
kNEPV_qYZ1U,https://www.youtube.com/watch?v=kNEPV_qYZ1U&pp=ygUXQUkgZGVlcGZha2Ugc3BlZWNoIHRlc3Q%3D,ai,completed
PBhWlr3nMBY,https://www.youtube.com/watch?v=PBhWlr3nMBY&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlbw%3D%3D,ai,completed
LtgS4QgEU6Q,https://www.youtube.com/watch?v=LtgS4QgEU6Q&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlb9IHCQnUCgGHKiGM7w%3D%3D,ai,completed
59V2KSYqbhU,https://www.youtube.com/watch?v=59V2KSYqbhU&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlbw%3D%3D,ai,completed
McR6VA3E6XM,https://www.youtube.com/watch?v=McR6VA3E6XM&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlbw%3D%3D,ai,completed
2GeImknaDm4,https://www.youtube.com/watch?v=2GeImknaDm4&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlbw%3D%3D,ai,failed
37g7R61oPf4,https://www.youtube.com/watch?v=37g7R61oPf4&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlbw%3D%3D,ai,pending
-g3-7UVbVt0,https://www.youtube.com/watch?v=-g3-7UVbVt0&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlbw%3D%3D,ai,pending
6FA1qwNil6A,https://www.youtube.com/watch?v=6FA1qwNil6A&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlb9IHCQnUCgGHKiGM7w%3D%3D,ai,pending
X32bUb5W_5g,https://www.youtube.com/watch?v=X32bUb5W_5g&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlbw%3D%3D,ai,pending
cCOBFP2vQuA,https://www.youtube.com/watch?v=cCOBFP2vQuA&pp=ygUZQUkgZ2VuZXJhdGVkIGVhdGluZyB2aWRlb9IHCQnUCgGHKiGM7w%3D%3D,ai,pending
