word1,word2,word3,word4,category,difficulty,General Category,game_id
mayo,tartar,relish,ketchup,condiments,medium,Noun/Concept Synonyms,183
porky,napoleon,piglet,babe,fictional pigs,very_hard,Noun/Concept Synonyms,184
might,could,can,may,conditional words,medium,Noun/Concept Synonyms,184
speaker,monitor,mouse,keyboard,computer equipment,easy,Members of a Set/Entities,184
pip,bucket,scrooge,twist,dickens characters,hard,Trivia/Pop Culture,184
mouse,microphone,scanner,tablet,computer input devices,easy,Noun/Concept Synonyms,185
sparrow,jones,silver,hook,fictional pirates,very_hard,Noun/Concept Synonyms,185
lock,wisp,strand,head,different amounts of hair,hard,Noun/Concept Synonyms,185
good,fine,mint,fair,conditions for collectibles,medium,Noun/Concept Synonyms,185
couple,unite,wed,tie,connect,medium,Noun/Concept Synonyms,186
fawn,elephant,mouse,marionette,figures in classic disney animated films,very_hard,Trivia/Pop Culture,186
sting,racket,scheme,hustle,con game,easy,Noun/Concept Synonyms,186
dale,daisy,dory,doc,disney characters,hard,Trivia/Pop Culture,186
scrooge,daisy,dewey,donald,disney ducks,hard,Trivia/Pop Culture,187
ding,divot,dent,dimple,concavity,easy,Descriptor/Adjective Synonyms,187
speech,assembly,press,petition,first amendment freedoms,very_hard,Noun/Concept Synonyms,187
knob,button,slider,switch,console inputs,medium,Noun/Concept Synonyms,187
block,hide,mask,cover,conceal,easy,Noun/Concept Synonyms,188
laurel,fry,abbott,key,first in a comedy duo,very_hard,Idioms & Slang,188
gemini,orion,cygnus,pegasus,constellations,medium,Noun/Concept Synonyms,188
tomorrow,frontier,fantasy,adventure,disneyland lands,hard,Trivia/Pop Culture,188
cab,duke,count,dizzy,first names in jazz,very_hard,Members of a Set/Entities,189
makeup,structure,composition,fabric,constitution,medium,Noun/Concept Synonyms,189
dive,dump,hole,joint,disreputable establishment,hard,Descriptor/Adjective Synonyms,189
cocktail,mixture,compound,solution,concoction,easy,Noun/Concept Synonyms,189
number,address,email,name,contact info,medium,Noun/Concept Synonyms,190
yogi,lou,babe,mickey,first names of yankees legends,very_hard,Members of a Set/Entities,190
memory,trunk,ear,tusk,distinctive features of an elephant,hard,Idioms & Slang,190
drain,sewer,pipe,duct,conduits for water removal,easy,Noun/Concept Synonyms,190
casino,tomorrow,quantum,diamonds,first word in bond movie titles,very_hard,Idioms & Slang,191
song,number,air,strain,ditty,hard,Descriptor/Adjective Synonyms,191
followers,sheep,puppets,lemmings,conformists,easy,Noun/Concept Synonyms,191
consecutive,straight,nonstop,solid,continuous,medium,Descriptor/Adjective Synonyms,191
slay,rock,eat,rule,do exceptionally well,hard,Action/Verb Synonyms,192
join,link,join,couple,connect,easy,Noun/Concept Synonyms,192
crock,casserole,pan,pot,cooking vessels,medium,Action/Verb Synonyms,192
stairway,baba,hotel,bohemian,first words in '70s rock song titles,very_hard,Trivia/Pop Culture,192
notorious,foxy,gucci,killer,first words in rappers’ names,very_hard,Members of a Set/Entities,193
skillet,wok,pot,crock,cookwear,medium,Noun/Concept Synonyms,193
pit,golden,bully,lab,"dog breeds, informally",hard,Idioms & Slang,193
link,unite,tie,bridge,connect,easy,Noun/Concept Synonyms,193
fly,fresh,rad,ill,"cool, in ’80s slang",medium,Noun/Concept Synonyms,194
nova,northwest,british,prince,first words of canadian provinces/territories,very_hard,Idioms & Slang,194
keep,save,preserve,store,conserve,easy,Noun/Concept Synonyms,194
lab,pit,chow,golden,"dog breeds, informally",hard,Idioms & Slang,194
boardwalk,curb,silicon,game,first words of hbo shows,very_hard,Trivia/Pop Culture,195
pom,boston,lab,peke,"dog breeds, informally",hard,Idioms & Slang,195
took in,ate,put away,had,consumed,easy,Noun/Concept Synonyms,195
bad,fly,rad,bad,"cool, in ’80s slang",medium,Noun/Concept Synonyms,195
down,sit,stay,come,dog commands,hard,Noun/Concept Synonyms,196
buzz,dial,ring,call,contact via phone,easy,Noun/Concept Synonyms,196
papyrus,courier,impact,times,fonts,very_hard,Noun/Concept Synonyms,196
ok,hunky-dory,fine,swell,copacetic,medium,Descriptor/Adjective Synonyms,196
crook,angle,elbow,bend,corners,medium,Noun/Concept Synonyms,197
ring,dial,phone,call,contact via telephone,easy,Noun/Concept Synonyms,197
blue,toto,astro,hooch,dogs of the screen,hard,Noun/Concept Synonyms,197
processor,fight,chain,pyramid,food ___,very_hard,Fill-in-the-Blank,197
sneak,slip,wade,loaf,footwear minus “er” sound,very_hard,Noun/Concept Synonyms,198
sap,clown,dweeb,turkey,doofus,hard,Noun/Concept Synonyms,198
suit,complement,match,fit,correspond well with,medium,Noun/Concept Synonyms,198
house,store,keep,hold,contain,easy,Noun/Concept Synonyms,198
locker,ball,hills,print,foot___,very_hard,Fill-in-the-Blank,199
cork,cap,tab,lid,container closures,easy,Noun/Concept Synonyms,199
referee,prisoner,mime,sailor,costumes with striped shirts,medium,Noun/Concept Synonyms,199
minus,ding,strike,con,drawback,hard,Noun/Concept Synonyms,199
cube,powder,syrup,grain,forms of sugar,very_hard,Noun/Concept Synonyms,200
bogus,sham,fake,phony,counterfeit,medium,Noun/Concept Synonyms,200
sword,cherry,umbrella,olive,drink garnishes,hard,Noun/Concept Synonyms,200
chest,basket,hamper,bin,containers,easy,Noun/Concept Synonyms,200
muse,ponder,reflect,brood,contemplate,easy,Noun/Concept Synonyms,201
signal,turn,brake,park,driving instructor directives,hard,Action/Verb Synonyms,201
jordan,togo,georgia,chad,countries,medium,Members of a Set/Entities,201
hound,hole,trot,glove,fox___,very_hard,Fill-in-the-Blank,201
pain,adieu,temps,belle,french words,very_hard,Noun/Concept Synonyms,202
evil,pepper,dre,seuss,drs,hard,Noun/Concept Synonyms,202
warped,bent,twisted,gnarly,contorted,easy,Noun/Concept Synonyms,202
action,suit,claim,case,court filing,medium,Noun/Concept Synonyms,202
accessible,close,handy,nearby,conveniently located,easy,Noun/Concept Synonyms,203
cap,top,lid,cover,coverings,medium,Noun/Concept Synonyms,203
kiss,bulldog,fry,horn,french ___,very_hard,Fill-in-the-Blank,203
kick,snare,tom,cymbal,drum set components,hard,Noun/Concept Synonyms,203
sour,cross,sore,prickly,crabby,medium,Descriptor/Adjective Synonyms,204
curl,press,row,fly,dumbbell exercises,hard,Noun/Concept Synonyms,204
grill,char,brown,sear,cook in a pan,easy,Noun/Concept Synonyms,204
ring,stick,wing,tender,"fried appetizer, informally",very_hard,Idioms & Slang,204
tulip,clog,windmill,canal,dutch symbols,hard,Members of a Set/Entities,205
pair,lyme,bury,mellon,fruit homophones,very_hard,Word Structure/Play,205
shoehorn,sandwich,wedge,squeeze,cram,medium,Noun/Concept Synonyms,205
boil,blanch,steam,poach,cook with heat and water,easy,Idioms & Slang,205
squeeze,stuff,jam,pack,cram into a tight space,medium,Idioms & Slang,206
anvil,hammer,stirrup,cochlea,ear parts,hard,Noun/Concept Synonyms,206
batter,paste,dough,mixture,cooking concoctions,easy,Action/Verb Synonyms,206
plumb,pair,leachy,current,fruit homophones,very_hard,Word Structure/Play,206
rook,lobe,helix,conch,ear piercing sites,hard,Noun/Concept Synonyms,207
crimp,tease,feather,curl,create some volume/texture in hair,medium,Idioms & Slang,207
dote,lumon,poach,ample,fruits with their second letters changed,very_hard,Word Structure/Play,207
heart,substance,essence,crux,core,easy,Noun/Concept Synonyms,207
produce,bear,yield,generate,"create, as results",medium,Noun/Concept Synonyms,208
oeuvre,body,works,canon,corpus,easy,Noun/Concept Synonyms,208
house,circle,monty,moon,full ___,very_hard,Fill-in-the-Blank,208
bolt,gobble,scarf,down,eat voraciously,hard,Descriptor/Adjective Synonyms,208
pope,bishop,prior,pastor,ecclesiastical titles,hard,Noun/Concept Synonyms,209
interaction,exchange,contact,dealings,correspondence,easy,Noun/Concept Synonyms,209
number,expiration,name,zip,credit card info,medium,Noun/Concept Synonyms,209
business,girl,pages,bone,funny ___,very_hard,Fill-in-the-Blank,209
skewer,blast,flame,slam,criticize,medium,Noun/Concept Synonyms,210
low,dirty,vile,base,corrupt,easy,Noun/Concept Synonyms,210
tag,bingo,uno,marco polo,games where you say the game’s name,very_hard,Idioms & Slang,210
canyon,tunnel,zoom call,hallway,echoey places,hard,Noun/Concept Synonyms,210
akeem,foley,donkey,dolittle,eddie murphy roles,hard,Noun/Concept Synonyms,211
dirt,secrets,intelligence,information,gathered by spies,very_hard,Noun/Concept Synonyms,211
figure,amount,value,price,cost,easy,Noun/Concept Synonyms,211
bash,slam,knock,pan,criticize,medium,Noun/Concept Synonyms,211
radiant,baguette,princess,emerald,gemstone cuts,very_hard,Noun/Concept Synonyms,212
pox,jinx,hex,spell,curse,medium,Noun/Concept Synonyms,212
crook,scarab,eye,ankh,egyptian symbols,hard,Members of a Set/Entities,212
smear,plaster,cake,coat,cover with a thick layer,easy,Idioms & Slang,212
chop,dice,mince,cube,cut into pieces,medium,Members of a Set/Entities,213
volumetric,angular,areal,linear,geometry adjectives,very_hard,Noun/Concept Synonyms,213
pack,jam,stuff,ram,cram,easy,Noun/Concept Synonyms,213
microwave,radio,visible,x-ray,electromagnetic spectrum,hard,Descriptor/Adjective Synonyms,213
pit,cavity,hollow,hole,crater,easy,Noun/Concept Synonyms,214
trance,ambient,jungle,house,electronic dance music genres,hard,Members of a Set/Entities,214
figure,rogue,figure,commando,go ___,very_hard,Fill-in-the-Blank,214
loin,chuck,round,flank,cuts of beef,medium,Noun/Concept Synonyms,214
hubris,hero,chorus,tragedy,elements of greek drama,hard,Noun/Concept Synonyms,215
fish,steady,bananas,bananas,go ___,very_hard,Fill-in-the-Blank,215
gnome,troll,ogre,goblin,creatures in folklore,easy,Members of a Set/Entities,215
shoulder,belly,chop,hock,cuts of pork,medium,Noun/Concept Synonyms,215
macarena,mashed potato,dougie,twist,dance fads,medium,Noun/Concept Synonyms,216
badge,ticket,pass,invite,credentials for entry,easy,Descriptor/Adjective Synonyms,216
affect,move,touch,impact,emotionally sway,hard,Descriptor/Adjective Synonyms,216
mine,rush,bond,leaf,gold ___,very_hard,Fill-in-the-Blank,216
trash,knock,slam,blast,criticize,easy,Noun/Concept Synonyms,217
hustle,swing,tango,salsa,dances,medium,Noun/Concept Synonyms,217
parachute,girls,fleece,rule,golden ___,very_hard,Fill-in-the-Blank,217
hedwig and the angry inch,my left foot,the longest yard,the green mile,ending in units of measurement,hard,Idioms & Slang,217
block,match,message,swipe,dating app actions,medium,Action/Verb Synonyms,218
marigold,evergreen,infrared,quicksilver,ending with colors,hard,Action/Verb Synonyms,218
white,dane,lake,seal,great ___,very_hard,Fill-in-the-Blank,218
roast,knock,pan,slam,criticize,easy,Noun/Concept Synonyms,218
flame,blast,roast,bash,criticize harshly,easy,Descriptor/Adjective Synonyms,219
hercule,aja,her,are,greek mythological figures minus a letter,very_hard,Word Structure/Play,219
battery,charge,power,juice,energy for an electronic device,hard,Idioms & Slang,219
match,tinder,bumble,hinge,dating apps,medium,Action/Verb Synonyms,219
pepper,cucumber,corn,tomato,crops,easy,Noun/Concept Synonyms,220
compound,development,block,complex,group of buildings,very_hard,Noun/Concept Synonyms,220
wrestling,bowling,acupuncturing,sewing,engaging in an activity with pins or needles,hard,Idioms & Slang,220
lust,pride,envy,greed,deadly sins,medium,Noun/Concept Synonyms,220
lock,guarantee,cinch,ice,"ensure, as a victory",hard,Descriptor/Adjective Synonyms,221
bridge,neck,fret,body,guitar parts,very_hard,Noun/Concept Synonyms,221
crumple,ball,wad,scrunch,crush into a compact shape,easy,Idioms & Slang,221
address,field,answer,handle,deal with,medium,Noun/Concept Synonyms,221
bluff,front,act,charade,deceit,medium,Noun/Concept Synonyms,222
digit,piggy,mitt,dog,hand- and foot-related slang,very_hard,Noun/Concept Synonyms,222
buff,lover,fan,nut,enthusiast,hard,Noun/Concept Synonyms,222
draw close,nuzzle,spoon,hold tight,cuddle,easy,Noun/Concept Synonyms,222
crank,grump,crab,grouch,curmudgeon,easy,Noun/Concept Synonyms,223
drop,fall,sink,dip,decline,medium,Noun/Concept Synonyms,223
kiss,countdown,ball,fireworks,happy new year!,very_hard,Idioms & Slang,223
fair,even,just,equal,equitable,hard,Descriptor/Adjective Synonyms,223
waver,hedge,yo-yo,see-saw,equivocate,hard,Noun/Concept Synonyms,224
condition,state,form,shape,current situation,easy,Noun/Concept Synonyms,224
returns,days,medium,meal,happy ___,very_hard,Fill-in-the-Blank,224
ebb,drop,decline,dwindle,decrease,medium,Noun/Concept Synonyms,224
period,age,time,day,era,hard,Noun/Concept Synonyms,225
hour,camper,trails,ending,happy ___,very_hard,Fill-in-the-Blank,225
profanity,swearing,four-letter words,expletives,curses,easy,Noun/Concept Synonyms,225
judge,consider,regard,count,deem,medium,Noun/Concept Synonyms,225
check,vet,review,screen,"examine, as an applicant",hard,Noun/Concept Synonyms,226
candy,copy,knocks,seltzer,hard ___,very_hard,Fill-in-the-Blank,226
cream,lick,smoke,paste,defeat soundly,medium,Descriptor/Adjective Synonyms,226
modern,tap,jazz,swing,dance styles,easy,Noun/Concept Synonyms,226
symbol,expression,token,gesture,"demonstration, as of appreciation",medium,Noun/Concept Synonyms,227
dear,boo,love,baby,darling,easy,Action/Verb Synonyms,227
state,lettuce,steam,hair,head of ___,very_hard,Fill-in-the-Blank,227
air,state,voice,speak,express,hard,Noun/Concept Synonyms,227
crown,cavity,filling,plaque,dental terms,medium,Noun/Concept Synonyms,228
dna,spring,corkscrew,fusilli,helical things,very_hard,Members of a Set/Entities,228
range,mode,median,mean,data set data,easy,Noun/Concept Synonyms,228
imply,couch,suggest,intimate,express indirectly,hard,Descriptor/Adjective Synonyms,228
thursday,sunday,saturday,friday,days of the week,easy,Noun/Concept Synonyms,229
poppy,mum,grammy,dada,familial nicknames,hard,Members of a Set/Entities,229
arm,wing,branch,chapter,department,medium,Noun/Concept Synonyms,229
roof,jackpot,road,hay,hit the ___,very_hard,Fill-in-the-Blank,229
new,wee,nu,u,homophones,very_hard,Word Structure/Play,230
right,just,fair,due,deserved,medium,Noun/Concept Synonyms,230
field,handle,tackle,manage,deal with,easy,Noun/Concept Synonyms,230
page,king,berry,waters,famous guitarists,hard,Trivia/Pop Culture,230
lorde,bishop,pope,burns,famous poets,hard,Trivia/Pop Culture,231
particular,elaborate,thorough,minute,detailed,medium,Noun/Concept Synonyms,231
dupe,con,trick,fool,deceive,easy,Descriptor/Adjective Synonyms,231
yew,wii,knew,oui,homophones,very_hard,Word Structure/Play,231
peek,gnu,peak,ewe,homophones,very_hard,Word Structure/Play,232
punch,triumph,lamb chop,oscar,famous puppets,hard,Trivia/Pop Culture,232
concoct,engineer,hatch,mastermind,devise,medium,Noun/Concept Synonyms,232
dip,ebb,fade,sink,decline,easy,Noun/Concept Synonyms,232
opposite,counter,reverse,polar,diametric,medium,Descriptor/Adjective Synonyms,233
fall,drop,wane,flag,decline,easy,Noun/Concept Synonyms,233
outback,subway,checkers,sonic,fast food chains,hard,Descriptor/Adjective Synonyms,233
pique,we,you,peke,homophones,very_hard,Word Structure/Play,233
alarm,date,light,stopwatch,digital watch features,medium,Noun/Concept Synonyms,234
frill,fringe,trim,border,decorative edge,easy,Descriptor/Adjective Synonyms,234
cascade,wave,current,rapid,fast-moving water,hard,Action/Verb Synonyms,234
straight,see,creak,bae,homophones of bodies of water,very_hard,Word Structure/Play,234
giant,jack,cow,beans,featured in “jack and the beanstalk”,hard,Idioms & Slang,235
scrap,end,dissolve,sunset,discontinue,medium,Noun/Concept Synonyms,235
delay,shelve,table,postpone,defer,easy,Noun/Concept Synonyms,235
naval,i,hare,mussel,homophones of body features,very_hard,Word Structure/Play,235
sew,fore,butt,oar,homophones of coordinating conjunctions,very_hard,Word Structure/Play,236
goofy,daisy,lady,happy,disney characters,medium,Trivia/Pop Culture,236
amber,dinosaur,mosquito,paleontologist,featured in “jurassic park”,hard,Descriptor/Adjective Synonyms,236
sorry,blue,hangdog,down,dejected,easy,Noun/Concept Synonyms,236
roll,hero,wrap,bun,deli bread options,easy,Noun/Concept Synonyms,237
quarts,choral,opel,purl,homophones of gemstones,very_hard,Word Structure/Play,237
ariel,aurora,merida,tiana,disney princesses,medium,Trivia/Pop Culture,237
queen,bashful,mirror,apple,featured in “snow white”,hard,Noun/Concept Synonyms,237
blubber,fluke,melon,flipper,features of a toothed whale,hard,Idioms & Slang,238
reflection,thought,scrutiny,consideration,deliberation,easy,Noun/Concept Synonyms,238
eave,able,noaa,cane,homophones of genesis figures,very_hard,Word Structure/Play,238
tiff,clash,tangle,scrap,dispute,medium,Noun/Concept Synonyms,238
forget,discount,ignore,overlook,disregard,medium,Noun/Concept Synonyms,239
capitol,pool,obelisk,mall,features of the national mall in d.c.,hard,Idioms & Slang,239
wrap,indy,mettle,seoul,homophones of music genres,very_hard,Word Structure/Play,239
light,mild,faint,soft,delicate,easy,Noun/Concept Synonyms,239
fork,branch,part,split,divide,medium,Noun/Concept Synonyms,240
send,mail,post,ship,"deliver, as a package",easy,Noun/Concept Synonyms,240
rummage,fish,fumble,root,feel around (for),hard,Action/Verb Synonyms,240
greece,katz,hare,maim,homophones of musicals,very_hard,Word Structure/Play,240
filling,veneer,crown,bridge,dental additions,easy,Noun/Concept Synonyms,241
shave,shower,dress,brush,do some grooming,medium,Action/Verb Synonyms,241
bawl,soul,tow,heal,homophones of parts of the foot,very_hard,Word Structure/Play,241
jenny,queen,nanny,vixen,female animals,hard,Members of a Set/Entities,241
doe,lute,bred,cache,homophones of slang for money,very_hard,Word Structure/Play,242
glove,jacket,mask,foil,fencing equipment,hard,Members of a Set/Entities,242
book,split,run,bounce,depart quickly,easy,Descriptor/Adjective Synonyms,242
water,prune,plant,weed,do some tasks in the garden,medium,Idioms & Slang,242
stray,fall,sin,err,do wrong,medium,Action/Verb Synonyms,243
drain,sap,empty,exhaust,deplete,easy,Noun/Concept Synonyms,243
pedal,trayed,hock,cell,"homophones of synonyms for ""vend""",very_hard,Word Structure/Play,243
ronald,joker,homey,pennywise,fictional clowns,hard,Noun/Concept Synonyms,243
luffy,silver,sparrow,hook,fictional pirates,hard,Noun/Concept Synonyms,244
fowl,vial,offal,mien,homophones of synonyms for “despicable”,very_hard,Word Structure/Play,244
record,tape,film,shoot,document with video,medium,Noun/Concept Synonyms,244
tail,seat,backside,caboose,derriere,easy,Noun/Concept Synonyms,244
powers,hunt,archer,smart,fictional spies,hard,Noun/Concept Synonyms,245
drive,itch,impulse,urge,desire,easy,Noun/Concept Synonyms,245
steel,knick,rabe,lute,homophones of synonyms for “nab”,very_hard,Word Structure/Play,245
heel,down,shake,come,dog commands,medium,Noun/Concept Synonyms,245
abstain,cease,avoid,refrain,desist,easy,Noun/Concept Synonyms,246
sit,heel,speak,stay,dog commands,medium,Noun/Concept Synonyms,246
bond,ryan,peel,hunt,fictional spies,hard,Noun/Concept Synonyms,246
om,jewel,carrot,hurts,homophones of units of measure,very_hard,Word Structure/Play,246
atlas,echo,paris,nike,figures in greek myth,hard,Trivia/Pop Culture,247
radish,play,power,shoe,horse___,very_hard,Fill-in-the-Blank,247
yo-yo,dope,dodo,bozo,doofus,medium,Noun/Concept Synonyms,247
mousse,cobbler,tiramisu,pie,desserts,easy,Noun/Concept Synonyms,247
pan,helen,atlas,hermes,figures in greek myth,hard,Trivia/Pop Culture,248
ringer,twin,clone,double,doppelgänger,medium,Noun/Concept Synonyms,248
flan,cake,tart,cheesecake,desserts,easy,Noun/Concept Synonyms,248
fly,shoe,feathers,power,horse___,very_hard,Fill-in-the-Blank,248
donkey,dragon,ogre,princess,figures in “shrek”,hard,Trivia/Pop Culture,249
brainstorm,workshop,spitball,ideate,"develop, as ideas",easy,Noun/Concept Synonyms,249
jet,heater,pump,filter,hot tub components,very_hard,Descriptor/Adjective Synonyms,249
rod,bracket,curtain,hook,drapery hanging items,medium,Members of a Set/Entities,249
put on,wear,sport,don,dress in,medium,Noun/Concept Synonyms,250
potato,water bottle,rod,dog,hot ___,very_hard,Fill-in-the-Blank,250
ding,chime,ping,ring,digital notification sounds,easy,Noun/Concept Synonyms,250
mid,tiff,zip,doc,file extensions,hard,Noun/Concept Synonyms,250
stuff,jam,cram,pack,fill to excess,hard,Noun/Concept Synonyms,251
ranch,marinara,aioli,barbecue,dipping sauces,easy,Action/Verb Synonyms,251
cottage,ranch,prairie,craftsman,house styles,very_hard,Noun/Concept Synonyms,251
stretch,period,spell,time,duration,medium,Noun/Concept Synonyms,251
you,lucy,rock 'n roll,new york,i love ___,very_hard,Fill-in-the-Blank,252
makeup,props,wardrobe,hair,film departments,hard,Noun/Concept Synonyms,252
promotion,sale,deal,special,discount,easy,Noun/Concept Synonyms,252
make,net,yield,gross,earn,medium,Noun/Concept Synonyms,252
dolly,lens,tripod,boom,filmmaking equipment,hard,Members of a Set/Entities,253
gorge,scarf,gulp,wolf,eat voraciously,medium,Descriptor/Adjective Synonyms,253
mess,pigpen,dump,sty,disorderly place,easy,Noun/Concept Synonyms,253
cube,cream,machine,storm,ice ___,very_hard,Fill-in-the-Blank,253
prior,pastor,cardinal,bishop,ecclesiastical titles,medium,Noun/Concept Synonyms,254
speech bubble,music notes,envelope,compass,icons on an iphone,very_hard,Noun/Concept Synonyms,254
apr,ira,cfo,sec,financial abbreviations,hard,Noun/Concept Synonyms,254
array,matrix,grid,table,display of rows and columns,easy,Idioms & Slang,254
tattoo,scar,piercing,mole,distinguishing characteristics,easy,Action/Verb Synonyms,255
undo,copy,paste,cut,edit menu commands,medium,Noun/Concept Synonyms,255
capital,equity,interest,stock,financial terms,hard,Noun/Concept Synonyms,255
bowler,apple,cloud,pipe,imagery in magritte paintings,very_hard,Noun/Concept Synonyms,255
lather,froth,foam,head,fine bubbles,hard,Noun/Concept Synonyms,256
mime,mirror,ape,parrot,imitate,very_hard,Noun/Concept Synonyms,256
arm,chapter,branch,wing,division,easy,Noun/Concept Synonyms,256
ribbon,arrow,heart,mom,elements of a classic “mom” tattoo,medium,Idioms & Slang,256
salt,acid,fat,heat,"elements of cooking,  per samin nosrat",medium,Idioms & Slang,257
uniform,echo,kilo,victor,in the nato alphabet,very_hard,Noun/Concept Synonyms,257
dressing,tape,bandage,scissors,first aid kit items,hard,Members of a Set/Entities,257
blab,dish,tell,spill,divulge,easy,Noun/Concept Synonyms,257
might,wish,may,tonight,"in “star light, star bright”",very_hard,Idioms & Slang,258
dish,talk,spill,tell,"divulge, as private information",easy,Noun/Concept Synonyms,258
char,pike,sole,tetra,fish,hard,Descriptor/Adjective Synonyms,258
sentence,word,phrase,letter,elements of writing,medium,Noun/Concept Synonyms,258
forward,compose,send,reply all,email actions,medium,Noun/Concept Synonyms,259
bell,diesel,singer,watt,industrial revolution inventors,very_hard,Noun/Concept Synonyms,259
push,pitch,promote,plug,do some marketing for,easy,Action/Verb Synonyms,259
fluke,skate,bass,pike,fish,hard,Descriptor/Adjective Synonyms,259
beatle,flee,nat,aunt,insect homophones,very_hard,Word Structure/Play,260
tang,perch,fluke,skate,fish,hard,Descriptor/Adjective Synonyms,260
trash,sent,spam,drafts,email folders,medium,Noun/Concept Synonyms,260
sleep,fresh air,exercise,diet,doctors’ orders,easy,Noun/Concept Synonyms,260
deed,receipt,certificate,title,documents of ownership,easy,Noun/Concept Synonyms,261
regards,best,thanks,cheers,email sign-offs,medium,Noun/Concept Synonyms,261
smelt,carp,flounder,catfish,fish that are verbs,hard,Descriptor/Adjective Synonyms,261
ant,beetle,termite,mantis,insects,very_hard,Noun/Concept Synonyms,261
wedge,lodge,stick,plant,embed,medium,Noun/Concept Synonyms,262
poodle,dalmatian,boxer,husky,dog breeds,easy,Noun/Concept Synonyms,262
racks,bag,tiles,board,inside a scrabble box,very_hard,Noun/Concept Synonyms,262
tackle,lure,reel,rod,fishing gear,hard,Action/Verb Synonyms,262
fly,chum,sinker,bait,fishing terms,hard,Action/Verb Synonyms,263
skinny,dirt,scoop,dish,inside info,very_hard,Noun/Concept Synonyms,263
character,persona,figure,avatar,embodiment,medium,Noun/Concept Synonyms,263
come,heel,stay,down,dog commands,easy,Noun/Concept Synonyms,263
beam,radiate,glow,shine,emit light,medium,Noun/Concept Synonyms,264
tasting,platter,flight,sampler,flavor assortment,hard,Noun/Concept Synonyms,264
bark,whine,howl,growl,dog sounds,easy,Noun/Concept Synonyms,264
symbol,liar,loot,base,instrument homophones,very_hard,Word Structure/Play,264
low,short,wanting,shy,insufficient,very_hard,Noun/Concept Synonyms,265
wrap,shawl,scarf,stole,draped accessories,easy,Noun/Concept Synonyms,265
kiwi,ostrich,penguin,emu,flightless birds,hard,Descriptor/Adjective Synonyms,265
not quite,almost,close,warm,encouraging responses in a guessing game,medium,Idioms & Slang,265
domino,marble,jack,stick,items in classic kids’ games,very_hard,Members of a Set/Entities,266
hobgoblin,bogeyman,phantom,bugbear,dread-inducing figures,easy,Trivia/Pop Culture,266
chicken little,tom thumb,thumbelina,jack,folktale characters,hard,Trivia/Pop Culture,266
ragout,rapport,parfait,bouquet,ending in a silent “t”,medium,Idioms & Slang,266
typewriter,gothic,roman,sans,font-modifying words,hard,Action/Verb Synonyms,267
pot,rabbit,ass,knife,jack ___,very_hard,Fill-in-the-Blank,267
conceive,picture,imagine,envision,dream up,easy,Noun/Concept Synonyms,267
rapport,debut,tarot,ballet,ending with silent “t”,medium,Action/Verb Synonyms,267
verdana,impact,arial,georgia,fonts,hard,Noun/Concept Synonyms,268
stein,tumbler,snifter,goblet,drink vessels,easy,Noun/Concept Synonyms,268
monk,parker,holiday,hancock,jazz legends,very_hard,Noun/Concept Synonyms,268
spirit,vigor,juice,steam,energy,medium,Descriptor/Adjective Synonyms,268
pendant,brooch,bangle,anklet,jewelry,very_hard,Descriptor/Adjective Synonyms,269
coffee,mate,cocoa,tea,drinks with caffeine,easy,Noun/Concept Synonyms,269
cheesesteak,wings,broil,sprouts,food named after cities,hard,Members of a Set/Entities,269
feed,sup,feast,dine,enjoy a meal,medium,Noun/Concept Synonyms,269
pause,record,play,stop,dvr buttons,easy,Noun/Concept Synonyms,270
legend,candy,major,carpenter,johns,very_hard,Noun/Concept Synonyms,270
bumper,giant,titanic,monster,enormous,medium,Descriptor/Adjective Synonyms,270
melon,noodle,nut,bean,food slang for head,hard,Idioms & Slang,270
bronco,mustang,pinto,fiesta,ford models,hard,Noun/Concept Synonyms,271
launch,institute,found,start,establish,medium,Descriptor/Adjective Synonyms,271
leap,spring,bound,vault,jump into the air,very_hard,Noun/Concept Synonyms,271
sketch,outline,draft,plan,early iteration,easy,Noun/Concept Synonyms,271
top,prime,head,lead,foremost,hard,Noun/Concept Synonyms,272
graze,peck,nibble,snack,eat a little,easy,Noun/Concept Synonyms,272
pioneers,launches,institutes,begins,establishes,medium,Noun/Concept Synonyms,272
recipe,ticket,secret,formula,"key to success, so to speak",very_hard,Idioms & Slang,272
river,flower,nail,oyster,kinds of beds,very_hard,Members of a Set/Entities,273
wind,gas,stinker,toot,euphemisms for flatulence,medium,Noun/Concept Synonyms,273
scarf,scarf,gulp,inhale,eat voraciously,easy,Descriptor/Adjective Synonyms,273
open,direct,frank,straight,forthright,hard,Noun/Concept Synonyms,273
caramel,popcorn,prize,peanuts,found in cracker jacks,hard,Noun/Concept Synonyms,274
baseball,set,magic,tarot,kinds of cards,very_hard,Members of a Set/Entities,274
shake,dodge,shake,duck,evade,medium,Noun/Concept Synonyms,274
wolf,gobble,down,wolf,eat voraciously,easy,Descriptor/Adjective Synonyms,274
lose,skirt,dodge,escape,evade,medium,Noun/Concept Synonyms,275
keel,hatch,bridge,deck,found on a ship,hard,Noun/Concept Synonyms,275
froth,fizz,bubbles,foam,effervescence,easy,Noun/Concept Synonyms,275
sugar,fortune,oatmeal,rainbow,kinds of cookies,very_hard,Members of a Set/Entities,275
rest,staff,note,accidental,found on sheet music,hard,Descriptor/Adjective Synonyms,276
hop,rave,formal,ball,event with dancing,medium,Noun/Concept Synonyms,276
