word1,word2,word3,word4,category,difficulty,General Category,game_id
block,hide,mask,cover,conceal,easy,Noun/Concept Synonyms,
block,cover,hide,obscure,conceal,medium,Noun/Concept Synonyms,
shrinkage,regifting,yada yada,festivus,concepts from “seinfeld”,hard,Noun/Concept Synonyms,
plaque,tartar,cavity,calculus,concerns for a dentist,hard,Noun/Concept Synonyms,
cocktail,mixture,compound,solution,concoction,easy,Noun/Concept Synonyms,
mayo,tartar,relish,ketchup,condiments,medium,Noun/Concept Synonyms,
might,could,can,may,conditional words,medium,Noun/Concept Synonyms,
good,fine,mint,fair,conditions for collectibles,medium,Noun/Concept Synonyms,
drain,sewer,pipe,duct,conduits for water removal,easy,Noun/Concept Synonyms,
lolly,sucker,sweet,candy,confection,hard,Noun/Concept Synonyms,
accord,vest,award,grant,confer,hard,Noun/Concept Synonyms,
followers,sheep,puppets,lemmings,conformists,easy,Noun/Concept Synonyms,
join,link,join,couple,connect,easy,Noun/Concept Synonyms,
link,unite,tie,bridge,connect,easy,Noun/Concept Synonyms,
hitch,link,tie,couple,connect,hard,Noun/Concept Synonyms,
couple,unite,wed,tie,connect,medium,Noun/Concept Synonyms,
bond,link,relation,tie,connection,hard,Noun/Concept Synonyms,
coffee,fricassee,bassoon,balloon,consecutive double letters,very_hard,Word Structure/Play,
keep,save,preserve,store,conserve,easy,Noun/Concept Synonyms,
smoking,language,action,nudity,considerations for movie ratings,hard,Noun/Concept Synonyms,
knob,button,slider,switch,console inputs,medium,Noun/Concept Synonyms,
gemini,orion,cygnus,pegasus,constellations,medium,Noun/Concept Synonyms,
makeup,structure,composition,fabric,constitution,medium,Noun/Concept Synonyms,
took in,ate,put away,had,consumed,easy,Noun/Concept Synonyms,
demand,market,audience,appetite,"consumer desire, collectively",hard,Descriptor/Adjective Synonyms,
number,address,email,name,contact info,medium,Noun/Concept Synonyms,
buzz,dial,ring,call,contact via phone,easy,Noun/Concept Synonyms,
ring,dial,phone,call,contact via telephone,easy,Noun/Concept Synonyms,
house,store,keep,hold,contain,easy,Noun/Concept Synonyms,
cork,cap,tab,lid,container closures,easy,Noun/Concept Synonyms,
chest,basket,hamper,bin,containers,easy,Noun/Concept Synonyms,
muse,ponder,reflect,brood,contemplate,easy,Noun/Concept Synonyms,
cage,eno,reich,glass,contemporary composers,very_hard,Noun/Concept Synonyms,
whale,astronaut,pea,coffee,contents of a pod,hard,Noun/Concept Synonyms,
consecutive,straight,nonstop,solid,continuous,medium,Descriptor/Adjective Synonyms,
warped,bent,twisted,gnarly,contorted,easy,Noun/Concept Synonyms,
direct,write,act,produce,contribute to a movie,hard,Noun/Concept Synonyms,
garnish,oversight,sanction,cleave,contronyms (words that can mean opposite things),very_hard,Word Structure/Play,
accessible,close,handy,nearby,conveniently located,easy,Noun/Concept Synonyms,
grill,char,brown,sear,cook in a pan,easy,Noun/Concept Synonyms,
boil,blanch,steam,poach,cook with heat and water,easy,Idioms & Slang,
triangle,star,circle,umbrella,cookie cutter shapes in “squid game”,very_hard,Idioms & Slang,
batter,paste,dough,mixture,cooking concoctions,easy,Action/Verb Synonyms,
crock,casserole,pan,pot,cooking vessels,medium,Action/Verb Synonyms,
skillet,wok,pot,crock,cookwear,medium,Noun/Concept Synonyms,
lit,tight,sick,fire,"cool, in slang",hard,Noun/Concept Synonyms,
fly,fresh,rad,ill,"cool, in ’80s slang",medium,Noun/Concept Synonyms,
bad,fly,rad,bad,"cool, in ’80s slang",medium,Noun/Concept Synonyms,
ok,hunky-dory,fine,swell,copacetic,medium,Descriptor/Adjective Synonyms,
writer,cat,pasta,right,copy___,very_hard,Fill-in-the-Blank,
heart,substance,essence,crux,core,easy,Noun/Concept Synonyms,
crunch,plank,boat,mountain climber,core exercises,hard,Noun/Concept Synonyms,
syrup,maze,muffin,silk,corn-y things,very_hard,Members of a Set/Entities,
crook,angle,elbow,bend,corners,medium,Noun/Concept Synonyms,
sales,legal,it,finance,corporate departments,hard,Noun/Concept Synonyms,
oeuvre,body,works,canon,corpus,easy,Noun/Concept Synonyms,
suit,complement,match,fit,correspond well with,medium,Noun/Concept Synonyms,
interaction,exchange,contact,dealings,correspondence,easy,Noun/Concept Synonyms,
low,dirty,vile,base,corrupt,easy,Noun/Concept Synonyms,
figure,amount,value,price,cost,easy,Noun/Concept Synonyms,
referee,prisoner,mime,sailor,costumes with striped shirts,medium,Noun/Concept Synonyms,
bogus,sham,fake,phony,counterfeit,medium,Noun/Concept Synonyms,
jordan,togo,georgia,chad,countries,medium,Members of a Set/Entities,
wanda,inland,olivia,ran,countries minus first letter,very_hard,Word Structure/Play,
tong,chin,malt,cub,countries when “a” is added,very_hard,Members of a Set/Entities,
poland,japan,turkey,tunisia,countries with red and white flags,hard,Members of a Set/Entities,
action,suit,claim,case,court filing,medium,Noun/Concept Synonyms,
smear,plaster,cake,coat,cover with a thick layer,easy,Idioms & Slang,
cap,top,lid,cover,coverings,medium,Noun/Concept Synonyms,
sour,cross,sore,prickly,crabby,medium,Descriptor/Adjective Synonyms,
pack,jam,stuff,ram,cram,easy,Noun/Concept Synonyms,
wedge,jam,stuff,shoehorn,cram,hard,Noun/Concept Synonyms,
shoehorn,sandwich,wedge,squeeze,cram,medium,Noun/Concept Synonyms,
squeeze,stuff,jam,pack,cram into a tight space,medium,Idioms & Slang,
pit,cavity,hollow,hole,crater,easy,Noun/Concept Synonyms,
crimp,tease,feather,curl,create some volume/texture in hair,medium,Idioms & Slang,
produce,bear,yield,generate,"create, as results",medium,Noun/Concept Synonyms,
gnome,troll,ogre,goblin,creatures in folklore,easy,Members of a Set/Entities,
badge,ticket,pass,invite,credentials for entry,easy,Descriptor/Adjective Synonyms,
number,expiration,name,zip,credit card info,medium,Noun/Concept Synonyms,
moon,croissant,banana,sickle,crescent-shaped things,hard,Members of a Set/Entities,
ring,syndicate,crew,family,crime organization,hard,Noun/Concept Synonyms,
trash,knock,slam,blast,criticize,easy,Noun/Concept Synonyms,
roast,knock,pan,slam,criticize,easy,Noun/Concept Synonyms,
skewer,blast,flame,slam,criticize,medium,Noun/Concept Synonyms,
bash,slam,knock,pan,criticize,medium,Noun/Concept Synonyms,
flame,blast,roast,bash,criticize harshly,easy,Descriptor/Adjective Synonyms,
pepper,cucumber,corn,tomato,crops,easy,Noun/Concept Synonyms,
crumple,ball,wad,scrunch,crush into a compact shape,easy,Idioms & Slang,
ice,sugar,die,bouillon,cube-shaped,hard,Noun/Concept Synonyms,
draw close,nuzzle,spoon,hold tight,cuddle,easy,Noun/Concept Synonyms,
crank,grump,crab,grouch,curmudgeon,easy,Noun/Concept Synonyms,
condition,state,form,shape,current situation,easy,Noun/Concept Synonyms,
pox,jinx,hex,spell,curse,medium,Noun/Concept Synonyms,
profanity,swearing,four-letter words,expletives,curses,easy,Noun/Concept Synonyms,
chop,dice,mince,cube,cut into pieces,medium,Members of a Set/Entities,
deck,cord,cheese,mustard,cut the ___,very_hard,Fill-in-the-Blank,
round,flank,shank,loin,cuts of beef,hard,Noun/Concept Synonyms,
loin,chuck,round,flank,cuts of beef,medium,Noun/Concept Synonyms,
shoulder,belly,chop,hock,cuts of pork,medium,Noun/Concept Synonyms,
roll,scroll,bolt,reel,cylinder of material,hard,Noun/Concept Synonyms,
roller,silo,spool,can,cylinder-shaped things,very_hard,Members of a Set/Entities,
discog,promo,bally,raven,dance events plus a letter,very_hard,Word Structure/Play,
macarena,mashed potato,dougie,twist,dance fads,medium,Noun/Concept Synonyms,
cabbage patch,floss,moonwalk,robot,dance moves,hard,Noun/Concept Synonyms,
floss,vogue,worm,robot,dance moves,hard,Noun/Concept Synonyms,
modern,tap,jazz,swing,dance styles,easy,Noun/Concept Synonyms,
hustle,swing,tango,salsa,dances,medium,Noun/Concept Synonyms,
cha,can,go,nae,dances when doubled,very_hard,Noun/Concept Synonyms,
smart,sharp,tidy,neat,dapper,hard,Noun/Concept Synonyms,
matter,ages,chocolate,horse,dark ___,very_hard,Fill-in-the-Blank,
dear,boo,love,baby,darling,easy,Action/Verb Synonyms,
range,mode,median,mean,data set data,easy,Noun/Concept Synonyms,
block,match,message,swipe,dating app actions,medium,Action/Verb Synonyms,
match,tinder,bumble,hinge,dating apps,medium,Action/Verb Synonyms,
thursday,sunday,saturday,friday,days of the week,easy,Noun/Concept Synonyms,
lust,pride,envy,greed,deadly sins,medium,Noun/Concept Synonyms,
field,handle,tackle,manage,deal with,easy,Noun/Concept Synonyms,
address,field,answer,handle,deal with,medium,Noun/Concept Synonyms,
bluff,front,act,charade,deceit,medium,Noun/Concept Synonyms,
dupe,con,trick,fool,deceive,easy,Descriptor/Adjective Synonyms,
rout,romp,blowout,sweep,decisive victory,hard,Descriptor/Adjective Synonyms,
dip,ebb,fade,sink,decline,easy,Noun/Concept Synonyms,
fall,drop,wane,flag,decline,easy,Noun/Concept Synonyms,
drop,fall,sink,dip,decline,medium,Noun/Concept Synonyms,
frill,fringe,trim,border,decorative edge,easy,Descriptor/Adjective Synonyms,
ebb,drop,decline,dwindle,decrease,medium,Noun/Concept Synonyms,
judge,consider,regard,count,deem,medium,Noun/Concept Synonyms,
samosa,katsu,falafel,schnitzel,deep-fried food,hard,Noun/Concept Synonyms,
trash,rout,shellac,crush,defeat badly,hard,Descriptor/Adjective Synonyms,
cream,lick,smoke,paste,defeat soundly,medium,Descriptor/Adjective Synonyms,
delay,shelve,table,postpone,defer,easy,Noun/Concept Synonyms,
sorry,blue,hangdog,down,dejected,easy,Noun/Concept Synonyms,
roll,hero,wrap,bun,deli bread options,easy,Noun/Concept Synonyms,
reflection,thought,scrutiny,consideration,deliberation,easy,Noun/Concept Synonyms,
light,mild,faint,soft,delicate,easy,Noun/Concept Synonyms,
send,mail,post,ship,"deliver, as a package",easy,Noun/Concept Synonyms,
symbol,expression,token,gesture,"demonstration, as of appreciation",medium,Noun/Concept Synonyms,
filling,veneer,crown,bridge,dental additions,easy,Noun/Concept Synonyms,
crown,cavity,filling,plaque,dental terms,medium,Noun/Concept Synonyms,
degree,axe,old spice,secret,deodorants,hard,Noun/Concept Synonyms,
book,split,run,bounce,depart quickly,easy,Descriptor/Adjective Synonyms,
arm,wing,branch,chapter,department,medium,Noun/Concept Synonyms,
clock,branch,ant,melting,depicted in dalí’s “the persistence of memory”,very_hard,Idioms & Slang,
drain,sap,empty,exhaust,deplete,easy,Noun/Concept Synonyms,
lay,place,put,set,"deposit, with “down”",hard,Noun/Concept Synonyms,
tail,seat,backside,caboose,derriere,easy,Noun/Concept Synonyms,
martini,desert,humor,teetotaler,described as dry,hard,Noun/Concept Synonyms,
right,just,fair,due,deserved,medium,Noun/Concept Synonyms,
drive,itch,impulse,urge,desire,easy,Noun/Concept Synonyms,
abstain,cease,avoid,refrain,desist,easy,Noun/Concept Synonyms,
mousse,cobbler,tiramisu,pie,desserts,easy,Noun/Concept Synonyms,
flan,cake,tart,cheesecake,desserts,easy,Noun/Concept Synonyms,
particular,elaborate,thorough,minute,detailed,medium,Noun/Concept Synonyms,
drew,holmes,hardy,brown,detectives of kid-lit,hard,Noun/Concept Synonyms,
all,era,tide,gain,detergents,hard,Noun/Concept Synonyms,
brainstorm,workshop,spitball,ideate,"develop, as ideas",easy,Noun/Concept Synonyms,
concoct,engineer,hatch,mastermind,devise,medium,Noun/Concept Synonyms,
opposite,counter,reverse,polar,diametric,medium,Descriptor/Adjective Synonyms,
carat,clarity,cut,color,diamond qualities,hard,Noun/Concept Synonyms,
pip,bucket,scrooge,twist,dickens characters,hard,Trivia/Pop Culture,
lock,wisp,strand,head,different amounts of hair,hard,Noun/Concept Synonyms,
ding,chime,ping,ring,digital notification sounds,easy,Noun/Concept Synonyms,
alarm,date,light,stopwatch,digital watch features,medium,Noun/Concept Synonyms,
ranch,marinara,aioli,barbecue,dipping sauces,easy,Action/Verb Synonyms,
dozen,pool,martini,word,dirty ___,very_hard,Fill-in-the-Blank,
rice,laundry,joke,blonde,dirty ___,very_hard,Fill-in-the-Blank,
scrap,end,dissolve,sunset,discontinue,medium,Noun/Concept Synonyms,
promotion,sale,deal,special,discount,easy,Noun/Concept Synonyms,
normal,rinse,sanitize,quick,dishwasher cycles,very_hard,Noun/Concept Synonyms,
scary,flounders,belled,abut,disney animated characters plus a letter,very_hard,Word Structure/Play,
dale,daisy,dory,doc,disney characters,hard,Trivia/Pop Culture,
goofy,daisy,lady,happy,disney characters,medium,Trivia/Pop Culture,
scar,genie,stitch,beast,disney characters,very_hard,Trivia/Pop Culture,
scrooge,daisy,dewey,donald,disney ducks,hard,Trivia/Pop Culture,
ariel,aurora,merida,tiana,disney princesses,medium,Trivia/Pop Culture,
tomorrow,frontier,fantasy,adventure,disneyland lands,hard,Trivia/Pop Culture,
mess,pigpen,dump,sty,disorderly place,easy,Noun/Concept Synonyms,
array,matrix,grid,table,display of rows and columns,easy,Idioms & Slang,
tiff,clash,tangle,scrap,dispute,medium,Noun/Concept Synonyms,
forget,discount,ignore,overlook,disregard,medium,Noun/Concept Synonyms,
dive,dump,hole,joint,disreputable establishment,hard,Descriptor/Adjective Synonyms,
memory,trunk,ear,tusk,distinctive features of an elephant,hard,Idioms & Slang,
shiva,venus de milo,octopus,slot machine,distinctive number of arms (or lack thereof),very_hard,Idioms & Slang,
tattoo,scar,piercing,mole,distinguishing characteristics,easy,Action/Verb Synonyms,
song,number,air,strain,ditty,hard,Descriptor/Adjective Synonyms,
fork,branch,part,split,divide,medium,Noun/Concept Synonyms,
arm,chapter,branch,wing,division,easy,Noun/Concept Synonyms,
blab,dish,tell,spill,divulge,easy,Noun/Concept Synonyms,
dish,talk,spill,tell,"divulge, as private information",easy,Noun/Concept Synonyms,
slay,rock,eat,rule,do exceptionally well,hard,Action/Verb Synonyms,
shave,shower,dress,brush,do some grooming,medium,Action/Verb Synonyms,
push,pitch,promote,plug,do some marketing for,easy,Action/Verb Synonyms,
water,prune,plant,weed,do some tasks in the garden,medium,Idioms & Slang,
stray,fall,sin,err,do wrong,medium,Action/Verb Synonyms,
no,who,octopus,pepper,doctors in pop culture,very_hard,Noun/Concept Synonyms,
sleep,fresh air,exercise,diet,doctors’ orders,easy,Noun/Concept Synonyms,
record,tape,film,shoot,document with video,medium,Noun/Concept Synonyms,
deed,receipt,certificate,title,documents of ownership,easy,Noun/Concept Synonyms,
poodle,dalmatian,boxer,husky,dog breeds,easy,Noun/Concept Synonyms,
retrieve,point,box,set,dog breeds minus “er” sound,very_hard,Idioms & Slang,
pit,golden,bully,lab,"dog breeds, informally",hard,Idioms & Slang,
lab,pit,chow,golden,"dog breeds, informally",hard,Idioms & Slang,
pom,boston,lab,peke,"dog breeds, informally",hard,Idioms & Slang,
come,heel,stay,down,dog commands,easy,Noun/Concept Synonyms,
down,sit,stay,come,dog commands,hard,Noun/Concept Synonyms,
heel,down,shake,come,dog commands,medium,Noun/Concept Synonyms,
sit,heel,speak,stay,dog commands,medium,Noun/Concept Synonyms,
bark,whine,howl,growl,dog sounds,easy,Noun/Concept Synonyms,
days,paddle,tired,tag,dog ___,very_hard,Fill-in-the-Blank,
blue,toto,astro,hooch,dogs of the screen,hard,Noun/Concept Synonyms,
sap,clown,dweeb,turkey,doofus,hard,Noun/Concept Synonyms,
yo-yo,dope,dodo,bozo,doofus,medium,Noun/Concept Synonyms,
ringer,twin,clone,double,doppelgänger,medium,Noun/Concept Synonyms,
dribble,agent,jeopardy,jeopardy,double ___,very_hard,Fill-in-the-Blank,
standard,dutch,space,date,double ___,very_hard,Fill-in-the-Blank,
grinch,turtle,pop,cat,dr. seuss title figures,very_hard,Trivia/Pop Culture,
pepper,j,no,evil,dr. ___,very_hard,Fill-in-the-Blank,
wrap,shawl,scarf,stole,draped accessories,easy,Noun/Concept Synonyms,
rod,bracket,curtain,hook,drapery hanging items,medium,Members of a Set/Entities,
minus,ding,strike,con,drawback,hard,Noun/Concept Synonyms,
hobgoblin,bogeyman,phantom,bugbear,dread-inducing figures,easy,Trivia/Pop Culture,
conceive,picture,imagine,envision,dream up,easy,Noun/Concept Synonyms,
put on,wear,sport,don,dress in,medium,Noun/Concept Synonyms,
sword,cherry,umbrella,olive,drink garnishes,hard,Noun/Concept Synonyms,
stein,tumbler,snifter,goblet,drink vessels,easy,Noun/Concept Synonyms,
coffee,mate,cocoa,tea,drinks with caffeine,easy,Noun/Concept Synonyms,
signal,turn,brake,park,driving instructor directives,hard,Action/Verb Synonyms,
evil,pepper,dre,seuss,drs,hard,Noun/Concept Synonyms,
kick,snare,tom,cymbal,drum set components,hard,Noun/Concept Synonyms,
curl,press,row,fly,dumbbell exercises,hard,Noun/Concept Synonyms,
stretch,period,spell,time,duration,medium,Noun/Concept Synonyms,
bowl,bunny,devil,jacket,dust ___,very_hard,Fill-in-the-Blank,
tulip,clog,windmill,canal,dutch symbols,hard,Members of a Set/Entities,
pause,record,play,stop,dvr buttons,easy,Noun/Concept Synonyms,
anvil,hammer,stirrup,cochlea,ear parts,hard,Noun/Concept Synonyms,
rook,lobe,helix,conch,ear piercing sites,hard,Noun/Concept Synonyms,
sketch,outline,draft,plan,early iteration,easy,Noun/Concept Synonyms,
make,net,yield,gross,earn,medium,Noun/Concept Synonyms,
wig,drum,mark,wax,ear___,very_hard,Fill-in-the-Blank,
bunny,sunday,island,egg,easter ___,very_hard,Fill-in-the-Blank,
street,chair,money,listening,easy ___,very_hard,Fill-in-the-Blank,
graze,peck,nibble,snack,eat a little,easy,Noun/Concept Synonyms,
scarf,scarf,gulp,inhale,eat voraciously,easy,Descriptor/Adjective Synonyms,
wolf,gobble,down,wolf,eat voraciously,easy,Descriptor/Adjective Synonyms,
bolt,gobble,scarf,down,eat voraciously,hard,Descriptor/Adjective Synonyms,
gorge,scarf,gulp,wolf,eat voraciously,medium,Descriptor/Adjective Synonyms,
pope,bishop,prior,pastor,ecclesiastical titles,hard,Noun/Concept Synonyms,
prior,pastor,cardinal,bishop,ecclesiastical titles,medium,Noun/Concept Synonyms,
canyon,tunnel,zoom call,hallway,echoey places,hard,Noun/Concept Synonyms,
akeem,foley,donkey,dolittle,eddie murphy roles,hard,Noun/Concept Synonyms,
undo,copy,paste,cut,edit menu commands,medium,Noun/Concept Synonyms,
froth,fizz,bubbles,foam,effervescence,easy,Noun/Concept Synonyms,
smooth,graceful,fluid,natural,effortless,easy,Descriptor/Adjective Synonyms,
crook,scarab,eye,ankh,egyptian symbols,hard,Members of a Set/Entities,
greco,capitan,dorado,paso,el ___,very_hard,Fill-in-the-Blank,
blanket,guitar,slide,eel,electric ___,very_hard,Fill-in-the-Blank,
microwave,radio,visible,x-ray,electromagnetic spectrum,hard,Descriptor/Adjective Synonyms,
trance,ambient,jungle,house,electronic dance music genres,hard,Members of a Set/Entities,
ribbon,arrow,heart,mom,elements of a classic “mom” tattoo,medium,Idioms & Slang,
salt,acid,fat,heat,"elements of cooking,  per samin nosrat",medium,Idioms & Slang,
hubris,hero,chorus,tragedy,elements of greek drama,hard,Noun/Concept Synonyms,
sentence,word,phrase,letter,elements of writing,medium,Noun/Concept Synonyms,
banks,moss,taylor,warren,elizabeths (and one elisabeth),very_hard,Noun/Concept Synonyms,
forward,compose,send,reply all,email actions,medium,Noun/Concept Synonyms,
trash,sent,spam,drafts,email folders,medium,Noun/Concept Synonyms,
regards,best,thanks,cheers,email sign-offs,medium,Noun/Concept Synonyms,
spread,fan,branch,radiate,emanate,easy,Noun/Concept Synonyms,
wedge,lodge,stick,plant,embed,medium,Noun/Concept Synonyms,
seal,stamp,mark,label,emblem,easy,Noun/Concept Synonyms,
example,model,symbol,ideal,embodiment,easy,Noun/Concept Synonyms,
character,persona,figure,avatar,embodiment,medium,Noun/Concept Synonyms,
beam,radiate,glow,shine,emit light,medium,Noun/Concept Synonyms,
skull,heart,sparkles,fire,emoji,very_hard,Noun/Concept Synonyms,
affect,move,touch,impact,emotionally sway,hard,Descriptor/Adjective Synonyms,
engage,contract,retain,sign,employ,easy,Descriptor/Adjective Synonyms,
copy,mirror,parrot,echo,emulate,easy,Noun/Concept Synonyms,
goad,spur,egg,urge,"encourage, with ""on""",easy,Idioms & Slang,
not quite,almost,close,warm,encouraging responses in a guessing game,medium,Idioms & Slang,
ragout,rapport,parfait,bouquet,ending in a silent “t”,medium,Idioms & Slang,
herring,kingpin,cootie,baywatch,ending in accessories,very_hard,Action/Verb Synonyms,
cameroon,unread,cockatiel,whistleblew,ending in color homophones,very_hard,Word Structure/Play,
ultraviolet,marigold,stingray,infrared,ending in colors,very_hard,Action/Verb Synonyms,
compare,connecticut,parsnip,wallop,"ending in synonyms for ""clip""",very_hard,Idioms & Slang,
commonplace,sunspot,parasite,needlepoint,"ending in synonyms for ""location""",very_hard,Idioms & Slang,
rosebud,ketchum,primate,paypal,ending in synonyms for “friend”,very_hard,Idioms & Slang,
hedwig and the angry inch,my left foot,the longest yard,the green mile,ending in units of measurement,hard,Idioms & Slang,
funky chicken,jumbo shrimp,dark horse,sea monkey,ending with animals,very_hard,Members of a Set/Entities,
contrabass,autoharp,rosebud,pepperoni,ending with beer brands,very_hard,Members of a Set/Entities,
neuroplastic,kubrick,hourglass,hollywood,ending with building materials,very_hard,Action/Verb Synonyms,
latin,plead,jargon,environ,ending with chemical elements,very_hard,Action/Verb Synonyms,
marigold,evergreen,infrared,quicksilver,ending with colors,hard,Action/Verb Synonyms,
drum and bass,wu-tang,cape cod,camisole,ending with fish,very_hard,Action/Verb Synonyms,
feta,pepsi,biota,mochi,ending with greek letters,very_hard,Word Structure/Play,
prussian,disney,decaf,crypto,ending with homophones of parts of the leg,very_hard,Word Structure/Play,
icecaps,makeshift,cantab,cyberspace,ending with keyboard keys,very_hard,Action/Verb Synonyms,
snickerdoodle,shadowboxer,newshound,trendsetter,ending with kinds of dogs,very_hard,Members of a Set/Entities,
rainbow,semblance,crossword,grimace,ending with medieval weapons,very_hard,Action/Verb Synonyms,
classics,create,guthrie,therefore,ending with number homophones,very_hard,Word Structure/Play,
hawking,bojack,lovelace,mcqueen,ending with playing cards,very_hard,Action/Verb Synonyms,
rapport,debut,tarot,ballet,ending with silent “t”,medium,Action/Verb Synonyms,
golden fleece,comic con,american hustle,lucky stiff,"ending with synonyms for ""swindle""",very_hard,Idioms & Slang,
skydive,waterfall,gatecrash,raindrop,ending with synonyms for “plunge”,very_hard,Idioms & Slang,
dynasty,gimmick,engross,mildew,ending with synonyms for “yuck”,very_hard,Idioms & Slang,
witherspoon,boilerplate,jackknife,buttercup,ending with tableware,very_hard,Action/Verb Synonyms,
bigfoot,compound,thermometer,instagram,ending with units of measure,very_hard,Idioms & Slang,
support,back,champion,second,endorse,easy,Noun/Concept Synonyms,
spirit,vigor,juice,steam,energy,medium,Descriptor/Adjective Synonyms,
battery,charge,power,juice,energy for an electronic device,hard,Idioms & Slang,
wrestling,bowling,acupuncturing,sewing,engaging in an activity with pins or needles,hard,Idioms & Slang,
salt,season,flavor,spice,enhance the taste of,easy,Noun/Concept Synonyms,
appreciate,relish,love,savor,enjoy,easy,Descriptor/Adjective Synonyms,
dig,fancy,like,fancy,enjoy,easy,Descriptor/Adjective Synonyms,
feed,sup,feast,dine,enjoy a meal,medium,Noun/Concept Synonyms,
big,giant,great,huge,enormous,easy,Descriptor/Adjective Synonyms,
giant,mammoth,monster,titanic,enormous,easy,Descriptor/Adjective Synonyms,
bumper,giant,titanic,monster,enormous,medium,Descriptor/Adjective Synonyms,
lock,guarantee,cinch,ice,"ensure, as a victory",hard,Descriptor/Adjective Synonyms,
passion,relish,zest,gusto,enthusiasm,easy,Noun/Concept Synonyms,
buff,lover,fan,nut,enthusiast,hard,Noun/Concept Synonyms,
call,appeal,bid,petition,entreaty,easy,Descriptor/Adjective Synonyms,
gate,door,hatch,portal,entryway,easy,Descriptor/Adjective Synonyms,
outfit,furnish,provision,stock,equip,easy,Noun/Concept Synonyms,
stuff,gear,kit,tackle,equipment,easy,Members of a Set/Entities,
fair,even,just,equal,equitable,hard,Descriptor/Adjective Synonyms,
waver,hedge,yo-yo,see-saw,equivocate,hard,Noun/Concept Synonyms,
period,age,time,day,era,hard,Noun/Concept Synonyms,
stunt,exploit,caper,antic,escapade,easy,Noun/Concept Synonyms,
really,pretty,mighty,very,especially,easy,Descriptor/Adjective Synonyms,
launch,institute,found,start,establish,medium,Descriptor/Adjective Synonyms,
pioneers,launches,institutes,begins,establishes,medium,Noun/Concept Synonyms,
wind,gas,stinker,toot,euphemisms for flatulence,medium,Noun/Concept Synonyms,
sofa,roe,pars,mink,european capitals minus second-to-last letter,very_hard,Word Structure/Play,
poland,denmark,greece,portugal,european countries,easy,Members of a Set/Entities,
shake,dodge,shake,duck,evade,medium,Noun/Concept Synonyms,
lose,skirt,dodge,escape,evade,medium,Noun/Concept Synonyms,
grade,grade,judge,rate,evaluate,easy,Noun/Concept Synonyms,
score,rate,review,rank,evaluate,easy,Noun/Concept Synonyms,
hop,rave,formal,ball,event with dancing,medium,Noun/Concept Synonyms,
common,routine,regular,standard,everyday,medium,Descriptor/Adjective Synonyms,
hammy,dramatic,camp,overdone,"exaggerated, as a performance",medium,Noun/Concept Synonyms,
check,vet,review,screen,"examine, as an applicant",hard,Noun/Concept Synonyms,
fine,quality,sterling,prime,excellent,medium,Noun/Concept Synonyms,
neato,nifty,aces,keen,"excellent, in old slang",medium,Noun/Concept Synonyms,
singular,unique,special,remarkable,exceptional,easy,Noun/Concept Synonyms,
extract,quote,clip,passage,excerpt,medium,Noun/Concept Synonyms,
too,extra,over,beyond,excessively,medium,Descriptor/Adjective Synonyms,
pump,hype,fire,amp,"excite, with “up”",very_hard,Noun/Concept Synonyms,
bridge,crunch,dip,squat,exercises,easy,Noun/Concept Synonyms,
effort,work,labor,sweat,exertion,medium,Noun/Concept Synonyms,
pace,sweat,fidget,blush,exhibit nervousness,medium,Noun/Concept Synonyms,
kick,buzz,rush,thrill,exhilaration,medium,Noun/Concept Synonyms,
went,departed,left,split,exited,easy,Noun/Concept Synonyms,
journey,odyssey,quest,voyage,expedition,easy,Noun/Concept Synonyms,
rate,price,cost,charge,expenditure,easy,Noun/Concept Synonyms,
blank,forget,flake,space,experience a memory lapse,very_hard,Noun/Concept Synonyms,
pilot,trial,exploratory,preliminary,experimental,medium,Noun/Concept Synonyms,
thunder,roar,boom,crash,explosive sound,easy,Descriptor/Adjective Synonyms,
air,state,voice,speak,express,hard,Noun/Concept Synonyms,
imply,couch,suggest,intimate,express indirectly,hard,Descriptor/Adjective Synonyms,
inanimate,blank,wooden,flat,expressionless,easy,Idioms & Slang,
erm,um,uh,well,expressions of hesitation,very_hard,Idioms & Slang,
outside,face,front,surface,exterior,medium,Noun/Concept Synonyms,
mastodon,trilobite,dodo,mammoth,extinct animals,easy,Members of a Set/Entities,
awful,super,very,quite,extremely,medium,Descriptor/Adjective Synonyms,
real,bloody,way,awful,extremely,very_hard,Descriptor/Adjective Synonyms,
pupil,iris,lens,retina,eye parts,easy,Noun/Concept Synonyms,
fairy tale,fantasy,invention,fiction,fabrication,easy,Noun/Concept Synonyms,
corduroy,linen,tweed,denim,fabrics,easy,Noun/Concept Synonyms,
sham,bluff,show,front,facade,medium,Noun/Concept Synonyms,
nose,cheek,eye,mouth,facial features,easy,Noun/Concept Synonyms,
mustache,beard,stubble,goatee,facial hair,easy,Noun/Concept Synonyms,
miss,skip,cut,ditch,fail to attend,medium,Noun/Concept Synonyms,
lose,blow,miss,waste,"fail to take advantage of, as an opportunity",very_hard,Idioms & Slang,
bomb,dud,lemon,flop,failure,medium,Noun/Concept Synonyms,
turkeys,flops,busts,misses,failures,medium,Noun/Concept Synonyms,
wolf,princess,witch,giant,fairy tale figures,easy,Trivia/Pop Culture,
buckle,give,collapse,cave,fall in under pressure,medium,Noun/Concept Synonyms,
