Game ID,Puzzle Date,Word,Group Name,Group Level,Starting Row,Starting Column
262,2024-02-27,WORD,___ LADDER,3,2,4
262,2024-02-27,PIKE,GYMNASTICS POSITIONS,1,3,1
262,2024-02-27,GOLDFISH,KINDS OF CRACKERS,2,3,2
262,2024-02-27,CORPORATE,___ LADDER,3,3,3
262,2024-02-27,HEADBAND,'80S FASHION TRENDS,0,3,4
262,2024-02-27,SPANDEX,'80S FASHION TRENDS,0,4,1
262,2024-02-27,RITZ,KINDS OF CRACKERS,2,4,2
262,2024-02-27,OYSTER,KINDS OF CRACKERS,2,4,3
262,2024-02-27,STRADDLE,GYMNASTICS POSITIONS,1,4,4
271,2024-02-28,BLUE,"CHEESES, FAMILIARLY",0,1,1
271,2024-02-28,POLE,TRACK AND FIELD EQUIPMENT,1,1,2
271,2024-02-28,CUBAN,KINDS OF HEELS,2,1,3
271,2024-02-28,SPACE,DOUBLE ___,3,1,4
271,2024-02-28,AMERICAN,"CHEESES, FAMILIARLY",0,2,1
271,2024-02-28,KITTEN,KINDS OF HEELS,2,2,2
271,2024-02-28,DUTCH,DOUBLE ___,3,2,3
271,2024-02-28,WEDGE,KINDS OF HEELS,2,2,4
271,2024-02-28,JEOPARDY,DOUBLE ___,3,3,1
271,2024-02-28,HURDLE,TRACK AND FIELD EQUIPMENT,1,3,2
271,2024-02-28,SWISS,"CHEESES, FAMILIARLY",0,3,3
271,2024-02-28,DATE,DOUBLE ___,3,3,4
271,2024-02-28,JACK,"CHEESES, FAMILIARLY",0,4,1
271,2024-02-28,HAMMER,TRACK AND FIELD EQUIPMENT,1,4,2
271,2024-02-28,STILETTO,KINDS OF HEELS,2,4,3
271,2024-02-28,JAVELIN,TRACK AND FIELD EQUIPMENT,1,4,4
268,2024-02-29,LEAP,PROPEL INTO THE AIR,0,1,1
268,2024-02-29,DAY,PERIOD,2,1,2
268,2024-02-29,SAFE,PLACE TO STORE VALUABLES,1,1,3
268,2024-02-29,TANG,ANIMALS BACKWARD,3,1,4
268,2024-02-29,FLOW,ANIMALS BACKWARD,3,2,1
268,2024-02-29,VAULT,PLACE TO STORE VALUABLES,1,2,2
268,2024-02-29,AGE,PERIOD,2,2,3
268,2024-02-29,JUMP,PROPEL INTO THE AIR,0,2,4
268,2024-02-29,SPRING,PROPEL INTO THE AIR,0,3,1
268,2024-02-29,TIME,PERIOD,2,3,2
268,2024-02-29,DRIB,ANIMALS BACKWARD,3,3,3
268,2024-02-29,CHEST,PLACE TO STORE VALUABLES,1,3,4
268,2024-02-29,ERA,PERIOD,2,4,1
268,2024-02-29,COFFER,PLACE TO STORE VALUABLES,1,4,2
268,2024-02-29,HOP,PROPEL INTO THE AIR,0,4,3
268,2024-02-29,REED,ANIMALS BACKWARD,3,4,4
263,2024-03-01,BUTTER,GARLIC BREAD INGREDIENTS,0,1,1
263,2024-03-01,FRUIT,___ BAT,3,1,2
263,2024-03-01,FANTASY,DISNEYLAND LANDS,2,1,3
263,2024-03-01,BASEBALL,___ BAT,3,1,4
263,2024-03-01,TOMORROW,DISNEYLAND LANDS,2,2,1
263,2024-03-01,GARLIC,GARLIC BREAD INGREDIENTS,0,2,2
263,2024-03-01,CRICKET,___ BAT,3,2,3
263,2024-03-01,VAMPIRE,___ BAT,3,2,4
263,2024-03-01,STAKE,WAGER,1,3,1
263,2024-03-01,FRONTIER,DISNEYLAND LANDS,2,3,2
263,2024-03-01,BET,WAGER,1,3,3
263,2024-03-01,BREAD,GARLIC BREAD INGREDIENTS,0,3,4
263,2024-03-01,PARSLEY,GARLIC BREAD INGREDIENTS,0,4,1
263,2024-03-01,RISK,WAGER,1,4,2
263,2024-03-01,ADVENTURE,DISNEYLAND LANDS,2,4,3
263,2024-03-01,GAMBLE,WAGER,1,4,4
270,2024-03-02,OKAY,WHAT “K” MIGHT MEAN,3,1,1
270,2024-03-02,COUCH,EXPRESS INDIRECTLY,2,1,2
270,2024-03-02,FOOT,UNITS IN POETRY,1,1,3
270,2024-03-02,MOLE,INTELLIGENCE OPERATIVE,0,1,4
270,2024-03-02,INTIMATE,EXPRESS INDIRECTLY,2,2,1
270,2024-03-02,SLEEPER,INTELLIGENCE OPERATIVE,0,2,2
270,2024-03-02,KELVIN,WHAT “K” MIGHT MEAN,3,2,3
270,2024-03-02,VERSE,UNITS IN POETRY,1,2,4
270,2024-03-02,SUGGEST,EXPRESS INDIRECTLY,2,3,1
270,2024-03-02,THOUSAND,WHAT “K” MIGHT MEAN,3,3,2
270,2024-03-02,LINE,UNITS IN POETRY,1,3,3
270,2024-03-02,ASSET,INTELLIGENCE OPERATIVE,0,3,4
270,2024-03-02,METER,UNITS IN POETRY,1,4,1
270,2024-03-02,AGENT,INTELLIGENCE OPERATIVE,0,4,2
270,2024-03-02,POTASSIUM,WHAT “K” MIGHT MEAN,3,4,3
270,2024-03-02,IMPLY,EXPRESS INDIRECTLY,2,4,4
269,2024-03-03,WAVE,WAYS TO GET ATTENTION,2,1,1
269,2024-03-03,DANCE,BELLY ___,3,1,2
269,2024-03-03,SEA,LARGE AMOUNT,0,1,3
269,2024-03-03,CAVE,FALL IN UNDER PRESSURE,1,1,4
269,2024-03-03,TON,LARGE AMOUNT,0,2,1
269,2024-03-03,BUCKLE,FALL IN UNDER PRESSURE,1,2,2
269,2024-03-03,FLOP,BELLY ___,3,2,3
269,2024-03-03,SNAP,WAYS TO GET ATTENTION,2,2,4
269,2024-03-03,BUTTON,BELLY ___,3,3,1
269,2024-03-03,WHISTLE,WAYS TO GET ATTENTION,2,3,2
269,2024-03-03,MASS,LARGE AMOUNT,0,3,3
269,2024-03-03,SHOUT,WAYS TO GET ATTENTION,2,3,4
269,2024-03-03,GIVE,FALL IN UNDER PRESSURE,1,4,1
269,2024-03-03,LAUGH,BELLY ___,3,4,2
269,2024-03-03,COLLAPSE,FALL IN UNDER PRESSURE,1,4,3
269,2024-03-03,SLEW,LARGE AMOUNT,0,4,4
272,2024-03-04,FELLOW,COLLEAGUE,1,1,1
272,2024-03-04,SPY,WHAT A MOLE CAN BE,3,1,2
272,2024-03-04,PEEP,SEEN DURING EASTER,2,1,3
272,2024-03-04,BIRTHMARK,WHAT A MOLE CAN BE,3,1,4
272,2024-03-04,STUDY,ROOMS IN THE GAME CLUE,0,2,1
272,2024-03-04,ANIMAL,WHAT A MOLE CAN BE,3,2,2
272,2024-03-04,PEER,COLLEAGUE,1,2,3
272,2024-03-04,UNIT,WHAT A MOLE CAN BE,3,2,4
272,2024-03-04,BUNNY,SEEN DURING EASTER,2,3,1
272,2024-03-04,HALL,ROOMS IN THE GAME CLUE,0,3,2
272,2024-03-04,ASSOCIATE,COLLEAGUE,1,3,3
272,2024-03-04,EGG,SEEN DURING EASTER,2,3,4
272,2024-03-04,LOUNGE,ROOMS IN THE GAME CLUE,0,4,1
272,2024-03-04,JELLY BEAN,SEEN DURING EASTER,2,4,2
272,2024-03-04,LIBRARY,ROOMS IN THE GAME CLUE,0,4,3
272,2024-03-04,PARTNER,COLLEAGUE,1,4,4
273,2024-03-05,SWIFT,POP MEGASTARS,0,1,1
273,2024-03-05,VEHICLE,METHOD,1,1,2
273,2024-03-05,LARGE,LIVING ___,3,1,3
273,2024-03-05,LEGEND,LIVING ___,3,1,4
273,2024-03-05,SMALL,"UNLIKELY, AS CHANCES",2,2,1
273,2024-03-05,MEANS,METHOD,1,2,2
273,2024-03-05,MEDIUM,METHOD,1,2,3
273,2024-03-05,MARS,POP MEGASTARS,0,2,4
273,2024-03-05,OUTSIDE,"UNLIKELY, AS CHANCES",2,3,1
273,2024-03-05,ROOM,LIVING ___,3,3,2
273,2024-03-05,GRANDE,POP MEGASTARS,0,3,3
273,2024-03-05,SLIM,"UNLIKELY, AS CHANCES",2,3,4
273,2024-03-05,PROOF,LIVING ___,3,4,1
273,2024-03-05,STYLES,POP MEGASTARS,0,4,2
273,2024-03-05,REMOTE,"UNLIKELY, AS CHANCES",2,4,3
273,2024-03-05,CHANNEL,METHOD,1,4,4
274,2024-03-06,CLUB,THINGS A JUGGLER JUGGLES,2,1,1
274,2024-03-06,WINDSOCK,WORDS ENDING IN CLOTHING,3,1,2
274,2024-03-06,RUNWAY,PARTS OF AN AIRPORT,0,1,3
274,2024-03-06,BEANBAG,THINGS A JUGGLER JUGGLES,2,1,4
274,2024-03-06,TURNCOAT,WORDS ENDING IN CLOTHING,3,2,1
274,2024-03-06,LAWSUIT,LEGAL TERMS,1,2,2
274,2024-03-06,TORCH,THINGS A JUGGLER JUGGLES,2,2,3
274,2024-03-06,FOXGLOVE,WORDS ENDING IN CLOTHING,3,2,4
274,2024-03-06,CLAIM,LEGAL TERMS,1,3,1
274,2024-03-06,TERMINAL,PARTS OF AN AIRPORT,0,3,2
274,2024-03-06,GUMSHOE,WORDS ENDING IN CLOTHING,3,3,3
274,2024-03-06,COMPLAINT,LEGAL TERMS,1,3,4
274,2024-03-06,HANGAR,PARTS OF AN AIRPORT,0,4,1
274,2024-03-06,RING,THINGS A JUGGLER JUGGLES,2,4,2
274,2024-03-06,ACTION,LEGAL TERMS,1,4,3
274,2024-03-06,TARMAC,PARTS OF AN AIRPORT,0,4,4
275,2024-03-07,TOE,ASSOCIATED WITH “STUB”,2,1,1
275,2024-03-07,JOINT,SHARED,0,1,2
275,2024-03-07,PIPE,___ DREAM,3,1,3
275,2024-03-07,FLUSH,RID OF CONTENTS,1,1,4
275,2024-03-07,CIGARETTE,ASSOCIATED WITH “STUB”,2,2,1
275,2024-03-07,DRAIN,RID OF CONTENTS,1,2,2
275,2024-03-07,COMMON,SHARED,0,2,3
275,2024-03-07,FEVER,___ DREAM,3,2,4
275,2024-03-07,CLEAR,RID OF CONTENTS,1,3,1
275,2024-03-07,PENCIL,ASSOCIATED WITH “STUB”,2,3,2
275,2024-03-07,AMERICAN,___ DREAM,3,3,3
275,2024-03-07,TICKET,ASSOCIATED WITH “STUB”,2,3,4
275,2024-03-07,COLLECTIVE,SHARED,0,4,1
275,2024-03-07,LUCID,___ DREAM,3,4,2
275,2024-03-07,EMPTY,RID OF CONTENTS,1,4,3
275,2024-03-07,MUTUAL,SHARED,0,4,4
276,2024-03-08,DART,THINGS TO SEW,0,1,1
276,2024-03-08,CAN,WAYS TO PRESERVE FOOD,1,1,2
276,2024-03-08,PUNCH,SHARP QUALITY,2,1,3
276,2024-03-08,HEM,THINGS TO SEW,0,1,4
276,2024-03-08,HAW,BIRDS MINUS LAST LETTER,3,2,1
276,2024-03-08,DRY,WAYS TO PRESERVE FOOD,1,2,2
276,2024-03-08,LOO,BIRDS MINUS LAST LETTER,3,2,3
276,2024-03-08,EDGE,SHARP QUALITY,2,2,4
276,2024-03-08,CONDO,BIRDS MINUS LAST LETTER,3,3,1
276,2024-03-08,SPICE,SHARP QUALITY,2,3,2
276,2024-03-08,FREEZE,WAYS TO PRESERVE FOOD,1,3,3
276,2024-03-08,PLEAT,THINGS TO SEW,0,3,4
276,2024-03-08,BITE,SHARP QUALITY,2,4,1
276,2024-03-08,HERO,BIRDS MINUS LAST LETTER,3,4,2
276,2024-03-08,SEAM,THINGS TO SEW,0,4,3
276,2024-03-08,CURE,WAYS TO PRESERVE FOOD,1,4,4
282,2024-03-09,BLANKET,UNIVERSAL,2,1,1
282,2024-03-09,CADET,SPACE ___,3,1,2
282,2024-03-09,BAR,SPACE ___,3,1,3
282,2024-03-09,SCARF,EAT VORACIOUSLY,0,1,4
282,2024-03-09,MAJOR,AREAS OF ACADEMIC FOCUS,1,2,1
282,2024-03-09,HEATER,SPACE ___,3,2,2
282,2024-03-09,GENERAL,UNIVERSAL,2,2,3
282,2024-03-09,STATION,SPACE ___,3,2,4
282,2024-03-09,WOLF,EAT VORACIOUSLY,0,3,1
282,2024-03-09,DEGREE,AREAS OF ACADEMIC FOCUS,1,3,2
282,2024-03-09,DOWN,EAT VORACIOUSLY,0,3,3
282,2024-03-09,CONCENTRATION,AREAS OF ACADEMIC FOCUS,1,3,4
282,2024-03-09,BROAD,UNIVERSAL,2,4,1
282,2024-03-09,INHALE,EAT VORACIOUSLY,0,4,2
282,2024-03-09,MINOR,AREAS OF ACADEMIC FOCUS,1,4,3
282,2024-03-09,SWEEPING,UNIVERSAL,2,4,4
279,2024-03-10,STICK,THINGS A DOG CAN FETCH,0,1,1
279,2024-03-10,SHIFT,MAC KEYBOARD KEYS,2,1,2
279,2024-03-10,BONE,THINGS A DOG CAN FETCH,0,1,3
279,2024-03-10,HIDE,CONCEAL,1,1,4
279,2024-03-10,BLANK,EXPERIENCE A MEMORY LAPSE,3,2,1
279,2024-03-10,BLOCK,CONCEAL,1,2,2
279,2024-03-10,SPACE,EXPERIENCE A MEMORY LAPSE,3,2,3
279,2024-03-10,BALL,THINGS A DOG CAN FETCH,0,2,4
279,2024-03-10,OBSCURE,CONCEAL,1,3,1
279,2024-03-10,COMMAND,MAC KEYBOARD KEYS,2,3,2
279,2024-03-10,FLAKE,EXPERIENCE A MEMORY LAPSE,3,3,3
279,2024-03-10,COVER,CONCEAL,1,3,4
279,2024-03-10,CONTROL,MAC KEYBOARD KEYS,2,4,1
279,2024-03-10,FORGET,EXPERIENCE A MEMORY LAPSE,3,4,2
279,2024-03-10,FRISBEE,THINGS A DOG CAN FETCH,0,4,3
279,2024-03-10,OPTION,MAC KEYBOARD KEYS,2,4,4
284,2024-03-11,BABY,TREAT WITH EXCESSIVE CARE,0,1,1
284,2024-03-11,CRADLE,CAT’S ___,3,1,2
284,2024-03-11,CAN,BACKSIDE,1,1,3
284,2024-03-11,MEOW,CAT’S ___,3,1,4
284,2024-03-11,BOOTY,BACKSIDE,1,2,1
284,2024-03-11,TOWEL,THINGS IN A SPA LOCKER ROOM,2,2,2
284,2024-03-11,PAJAMAS,CAT’S ___,3,2,3
284,2024-03-11,MOTHER,TREAT WITH EXCESSIVE CARE,0,2,4
284,2024-03-11,SPOIL,TREAT WITH EXCESSIVE CARE,0,3,1
284,2024-03-11,EYE,CAT’S ___,3,3,2
284,2024-03-11,SLIPPERS,THINGS IN A SPA LOCKER ROOM,2,3,3
284,2024-03-11,REAR,BACKSIDE,1,3,4
284,2024-03-11,ROBE,THINGS IN A SPA LOCKER ROOM,2,4,1
284,2024-03-11,PAMPER,TREAT WITH EXCESSIVE CARE,0,4,2
284,2024-03-11,BUM,BACKSIDE,1,4,3
284,2024-03-11,WASHCLOTH,THINGS IN A SPA LOCKER ROOM,2,4,4
283,2024-03-12,GOLDEN,"DOG BREEDS, INFORMALLY",2,1,1
283,2024-03-12,HOWL,FAMOUS POEMS,3,1,2
283,2024-03-12,RANK,SECTION,0,1,3
283,2024-03-12,PIT,"DOG BREEDS, INFORMALLY",2,1,4
283,2024-03-12,IF,FAMOUS POEMS,3,2,1
283,2024-03-12,BOSTON,"DOG BREEDS, INFORMALLY",2,2,2
283,2024-03-12,AND,INCLUDING,1,2,3
283,2024-03-12,HARLEM,FAMOUS POEMS,3,2,4
283,2024-03-12,PLUS,INCLUDING,1,3,1
283,2024-03-12,CLASS,SECTION,0,3,2
283,2024-03-12,WITH,INCLUDING,1,3,3
283,2024-03-12,DIVISION,SECTION,0,3,4
283,2024-03-12,TIER,SECTION,0,4,1
283,2024-03-12,DADDY,FAMOUS POEMS,3,4,2
283,2024-03-12,LAB,"DOG BREEDS, INFORMALLY",2,4,3
283,2024-03-12,ALSO,INCLUDING,1,4,4
281,2024-03-13,PRINCESS,GEMSTONE CUTS,3,1,1
281,2024-03-13,CANDY,HALLOWEEN PURCHASES,0,1,2
281,2024-03-13,BEAN,FOOD SLANG FOR HEAD,2,1,3
281,2024-03-13,LICORICE,PLANTS WITH SIMILAR FLAVORS,1,1,4
281,2024-03-13,PUMPKIN,HALLOWEEN PURCHASES,0,2,1
281,2024-03-13,MELON,FOOD SLANG FOR HEAD,2,2,2
281,2024-03-13,BAGUETTE,GEMSTONE CUTS,3,2,3
281,2024-03-13,EMERALD,GEMSTONE CUTS,3,2,4
281,2024-03-13,RADIANT,GEMSTONE CUTS,3,3,1
281,2024-03-13,COSTUME,HALLOWEEN PURCHASES,0,3,2
281,2024-03-13,NOODLE,FOOD SLANG FOR HEAD,2,3,3
281,2024-03-13,FENNEL,PLANTS WITH SIMILAR FLAVORS,1,3,4
281,2024-03-13,TARRAGON,PLANTS WITH SIMILAR FLAVORS,1,4,1
281,2024-03-13,NUT,FOOD SLANG FOR HEAD,2,4,2
281,2024-03-13,ANISE,PLANTS WITH SIMILAR FLAVORS,1,4,3
281,2024-03-13,DECORATIONS,HALLOWEEN PURCHASES,0,4,4
277,2024-03-14,PIE,HOMOPHONES OF GREEK LETTERS,2,1,1
277,2024-03-14,DAY,___-O,3,1,2
277,2024-03-14,NEW,HOMOPHONES OF GREEK LETTERS,2,1,3
277,2024-03-14,WINNER,BOX OFFICE VICTORY,0,1,4
277,2024-03-14,SPIKE,VOLLEYBALL MOVES,1,2,1
277,2024-03-14,ROW,HOMOPHONES OF GREEK LETTERS,2,2,2
277,2024-03-14,HIT,BOX OFFICE VICTORY,0,2,3
277,2024-03-14,JELL,___-O,3,2,4
277,2024-03-14,SUCCESS,BOX OFFICE VICTORY,0,3,1
277,2024-03-14,BUMP,VOLLEYBALL MOVES,1,3,2
277,2024-03-14,JACKIE,___-O,3,3,3
277,2024-03-14,SET,VOLLEYBALL MOVES,1,3,4
277,2024-03-14,DADDY,___-O,3,4,1
277,2024-03-14,MOO,HOMOPHONES OF GREEK LETTERS,2,4,2
277,2024-03-14,SERVE,VOLLEYBALL MOVES,1,4,3
277,2024-03-14,SMASH,BOX OFFICE VICTORY,0,4,4
285,2024-03-15,DIRTY,PLAY ___,3,1,1
285,2024-03-15,SORRY,“MY MISTAKE!”,1,1,2
285,2024-03-15,TRASH,CRITICIZE,0,1,3
285,2024-03-15,DATE,PLAY ___,3,1,4
285,2024-03-15,KNOCK,CRITICIZE,0,2,1
285,2024-03-15,OUT,ALIBI,2,2,2
285,2024-03-15,OOPS,“MY MISTAKE!”,1,2,3
285,2024-03-15,EXCUSE,ALIBI,2,2,4
285,2024-03-15,DOH,PLAY ___,3,3,1
285,2024-03-15,BLAST,CRITICIZE,0,3,2
285,2024-03-15,APOLOGIES,“MY MISTAKE!”,1,3,3
285,2024-03-15,DEAD,PLAY ___,3,3,4
285,2024-03-15,DEFENSE,ALIBI,2,4,1
285,2024-03-15,PARDON,“MY MISTAKE!”,1,4,2
285,2024-03-15,SLAM,CRITICIZE,0,4,3
285,2024-03-15,REASON,ALIBI,2,4,4
280,2024-03-16,SHRINK,GET SMALLER,0,1,1
280,2024-03-16,PILOT,NOTABLE TV EPISODES,3,1,2
280,2024-03-16,BUSINESS,AIRLINE CLASSES,1,1,3
280,2024-03-16,CONTRACT,GET SMALLER,0,1,4
280,2024-03-16,COACH,AIRLINE CLASSES,1,2,1
280,2024-03-16,VET,"EXAMINE, AS AN APPLICANT",2,2,2
280,2024-03-16,SPECIAL,NOTABLE TV EPISODES,3,2,3
280,2024-03-16,PREMIUM,AIRLINE CLASSES,1,2,4
280,2024-03-16,REVIEW,"EXAMINE, AS AN APPLICANT",2,3,1
280,2024-03-16,PREMIERE,NOTABLE TV EPISODES,3,3,2
280,2024-03-16,REDUCE,GET SMALLER,0,3,3
280,2024-03-16,SCREEN,"EXAMINE, AS AN APPLICANT",2,3,4
280,2024-03-16,FINALE,NOTABLE TV EPISODES,3,4,1
280,2024-03-16,CHECK,"EXAMINE, AS AN APPLICANT",2,4,2
280,2024-03-16,FIRST,AIRLINE CLASSES,1,4,3
280,2024-03-16,LESSEN,GET SMALLER,0,4,4
278,2024-03-17,MARCH,MOVE FORWARD,1,1,1
278,2024-03-17,MADNESS,FOOLISHNESS,0,1,2
278,2024-03-17,FREEZE,WORDS AFTER “DEEP”,3,1,3
278,2024-03-17,FEET,THINGS THAT MIGHT STINK,2,1,4
278,2024-03-17,SIX,WORDS AFTER “DEEP”,3,2,1
278,2024-03-17,FAKE,WORDS AFTER “DEEP”,3,2,2
278,2024-03-17,FOLLY,FOOLISHNESS,0,2,3
278,2024-03-17,PUSH,MOVE FORWARD,1,2,4
278,2024-03-17,NONSENSE,FOOLISHNESS,0,3,1
278,2024-03-17,CHEESE,THINGS THAT MIGHT STINK,2,3,2
278,2024-03-17,GARBAGE,THINGS THAT MIGHT STINK,2,3,3
278,2024-03-17,PROGRESS,MOVE FORWARD,1,3,4
278,2024-03-17,SKUNK,THINGS THAT MIGHT STINK,2,4,1
278,2024-03-17,CUT,WORDS AFTER “DEEP”,3,4,2
278,2024-03-17,ADVANCE,MOVE FORWARD,1,4,3
278,2024-03-17,ABSURDITY,FOOLISHNESS,0,4,4
286,2024-03-18,SUNFLOWER,SPIRALS IN NATURE,2,1,1
286,2024-03-18,SOLITAIRE,ASSOCIATED WITH “ONE”,3,1,2
286,2024-03-18,STAGE,SEGMENT OF A PROCESS,0,1,3
286,2024-03-18,SNAIL,SPIRALS IN NATURE,2,1,4
286,2024-03-18,CYCLE,SEGMENT OF A PROCESS,0,2,1
286,2024-03-18,CYCLONE,SPIRALS IN NATURE,2,2,2
286,2024-03-18,CYCLOPS,ASSOCIATED WITH “ONE”,3,2,3
286,2024-03-18,CYGNUS,CONSTELLATIONS,1,2,4
286,2024-03-18,UNICYCLE,ASSOCIATED WITH “ONE”,3,3,1
286,2024-03-18,ORION,CONSTELLATIONS,1,3,2
286,2024-03-18,ROUND,SEGMENT OF A PROCESS,0,3,3
286,2024-03-18,GALAXY,SPIRALS IN NATURE,2,3,4
286,2024-03-18,PEGASUS,CONSTELLATIONS,1,4,1
286,2024-03-18,PHASE,SEGMENT OF A PROCESS,0,4,2
286,2024-03-18,MONOLOGUE,ASSOCIATED WITH “ONE”,3,4,3
286,2024-03-18,GEMINI,CONSTELLATIONS,1,4,4
287,2024-03-19,GUESS,SECOND ___,3,1,1
287,2024-03-19,CHARADE,PRETENSE,1,1,2
287,2024-03-19,KING,FAMOUS GUITARISTS,2,1,3
287,2024-03-19,WIND,SECOND ___,3,1,4
287,2024-03-19,NATURE,SECOND ___,3,2,1
287,2024-03-19,PLOT,MOVIE SUMMARY INFO,0,2,2
287,2024-03-19,FIDDLE,SECOND ___,3,2,3
287,2024-03-19,BERRY,FAMOUS GUITARISTS,2,2,4
287,2024-03-19,FRONT,PRETENSE,1,3,1
287,2024-03-19,PAGE,FAMOUS GUITARISTS,2,3,2
287,2024-03-19,TITLE,MOVIE SUMMARY INFO,0,3,3
287,2024-03-19,AIRS,PRETENSE,1,3,4
287,2024-03-19,WATERS,FAMOUS GUITARISTS,2,4,1
287,2024-03-19,CAST,MOVIE SUMMARY INFO,0,4,2
287,2024-03-19,AFFECT,PRETENSE,1,4,3
287,2024-03-19,GENRE,MOVIE SUMMARY INFO,0,4,4
288,2024-03-20,RUSHMORE,STARTING WITH ROCK BANDS,3,1,1
288,2024-03-20,PARMESAN,ITALIAN DEMONYMS,2,1,2
288,2024-03-20,OLYMPUS,CAMERA BRANDS,1,1,3
288,2024-03-20,ASTROTURF,SEEN AT A SPORTS STADIUM,0,1,4
288,2024-03-20,JUMBOTRON,SEEN AT A SPORTS STADIUM,0,2,1
288,2024-03-20,JOURNEYMAN,STARTING WITH ROCK BANDS,3,2,2
288,2024-03-20,KISSCAM,STARTING WITH ROCK BANDS,3,2,3
288,2024-03-20,BOLOGNESE,ITALIAN DEMONYMS,2,2,4
288,2024-03-20,CREAMSICLE,STARTING WITH ROCK BANDS,3,3,1
288,2024-03-20,FUJIFILM,CAMERA BRANDS,1,3,2
288,2024-03-20,NEAPOLITAN,ITALIAN DEMONYMS,2,3,3
288,2024-03-20,SKYBOX,SEEN AT A SPORTS STADIUM,0,3,4
288,2024-03-20,HASSELBLAD,CAMERA BRANDS,1,4,1
288,2024-03-20,VENETIAN,ITALIAN DEMONYMS,2,4,2
288,2024-03-20,SCOREBOARD,SEEN AT A SPORTS STADIUM,0,4,3
288,2024-03-20,POLAROID,CAMERA BRANDS,1,4,4
289,2024-03-21,POP,PALINDROMES,2,1,1
289,2024-03-21,EYE,PALINDROMES,2,1,2
289,2024-03-21,COW,FEMALE ANIMALS,1,1,3
289,2024-03-21,GAG,PALINDROMES,2,1,4
289,2024-03-21,EAR,STARTS OF PLANET NAMES,3,2,1
289,2024-03-21,YAK,"CHAT, INFORMALLY",0,2,2
289,2024-03-21,EWE,FEMALE ANIMALS,1,2,3
289,2024-03-21,JAW,"CHAT, INFORMALLY",0,2,4
289,2024-03-21,DOE,FEMALE ANIMALS,1,3,1
289,2024-03-21,MAR,STARTS OF PLANET NAMES,3,3,2
289,2024-03-21,YAP,"CHAT, INFORMALLY",0,3,3
289,2024-03-21,BIB,PALINDROMES,2,3,4
289,2024-03-21,SAT,STARTS OF PLANET NAMES,3,4,1
289,2024-03-21,HEN,FEMALE ANIMALS,1,4,2
289,2024-03-21,MER,STARTS OF PLANET NAMES,3,4,3
289,2024-03-21,GAB,"CHAT, INFORMALLY",0,4,4
290,2024-03-22,VOLLEYBALL,THINGS YOU CAN SET,3,1,1
290,2024-03-22,SQUASH,APPLY PRESSURE TO,1,1,2
290,2024-03-22,TABLE,THINGS YOU CAN SET,3,1,3
290,2024-03-22,HOCKEY,OLYMPIC SPORTS,2,1,4
290,2024-03-22,RECORD,THINGS YOU CAN SET,3,2,1
290,2024-03-22,BREAKING,OLYMPIC SPORTS,2,2,2
290,2024-03-22,CRICKET,JUMPING ANIMALS,0,2,3
290,2024-03-22,PRESS,APPLY PRESSURE TO,1,2,4
290,2024-03-22,FROG,JUMPING ANIMALS,0,3,1
290,2024-03-22,SKELETON,OLYMPIC SPORTS,2,3,2
290,2024-03-22,MOOD,THINGS YOU CAN SET,3,3,3
290,2024-03-22,CRUSH,APPLY PRESSURE TO,1,3,4
290,2024-03-22,TRAMPOLINE,OLYMPIC SPORTS,2,4,1
290,2024-03-22,KANGAROO,JUMPING ANIMALS,0,4,2
290,2024-03-22,MASH,APPLY PRESSURE TO,1,4,3
290,2024-03-22,HARE,JUMPING ANIMALS,0,4,4
291,2024-03-23,SHADOW,PURSUE,2,1,1
291,2024-03-23,NAME,SEEN IN A PASSPORT,3,1,2
291,2024-03-23,VISA,SEEN IN A PASSPORT,3,1,3
291,2024-03-23,TRACK,PURSUE,2,1,4
291,2024-03-23,DISCOVER,BECOME AWARE OF,1,2,1
291,2024-03-23,PHOTO,SEEN IN A PASSPORT,3,2,2
291,2024-03-23,GLORY,KUDOS,0,2,3
291,2024-03-23,STAMP,SEEN IN A PASSPORT,3,2,4
291,2024-03-23,CHASE,PURSUE,2,3,1
291,2024-03-23,PROPS,KUDOS,0,3,2
291,2024-03-23,LEARN,BECOME AWARE OF,1,3,3
291,2024-03-23,CREDIT,KUDOS,0,3,4
291,2024-03-23,TAIL,PURSUE,2,4,1
291,2024-03-23,FIND,BECOME AWARE OF,1,4,2
291,2024-03-23,PRAISE,KUDOS,0,4,3
291,2024-03-23,REALIZE,BECOME AWARE OF,1,4,4
292,2024-03-24,SKIP,FAIL TO ATTEND,1,1,1
292,2024-03-24,CAMEL,YELLOW-BROWN SHADES,0,1,2
292,2024-03-24,BEIGE,YELLOW-BROWN SHADES,0,1,3
292,2024-03-24,ROMP,DECISIVE VICTORY,2,1,4
292,2024-03-24,COLOR,___ WHEEL,3,2,1
292,2024-03-24,CUT,FAIL TO ATTEND,1,2,2
292,2024-03-24,BLOWOUT,DECISIVE VICTORY,2,2,3
292,2024-03-24,HAMSTER,___ WHEEL,3,2,4
292,2024-03-24,CHEESE,___ WHEEL,3,3,1
292,2024-03-24,SWEEP,DECISIVE VICTORY,2,3,2
292,2024-03-24,DITCH,FAIL TO ATTEND,1,3,3
292,2024-03-24,TAN,YELLOW-BROWN SHADES,0,3,4
292,2024-03-24,PRAYER,___ WHEEL,3,4,1
