word1,word2,word3,word4,category,difficulty
neuroplastic,kubrick,hourglass,hollywood,ending with building materials,very_hard
latin,plead,jargon,environ,ending with chemical elements,very_hard
marigold,evergreen,infrared,quicksilver,ending with colors,hard
drum and bass,wu-tang,cape cod,camisole,ending with fish,very_hard
feta,pepsi,biota,mochi,ending with greek letters,very_hard
prussian,disney,decaf,crypto,ending with homophones of parts of the leg,very_hard
icecaps,makeshift,cantab,cyberspace,ending with keyboard keys,very_hard
snickerdoodle,shadowboxer,newshound,trendsetter,ending with kinds of dogs,very_hard
rainbow,semblance,crossword,grimace,ending with medieval weapons,very_hard
classics,create,guthrie,therefore,ending with number homophones,very_hard
hawking,bojack,lovelace,mcqueen,ending with playing cards,very_hard
rapport,debut,tarot,ballet,ending with silent “t”,medium
golden fleece,comic con,american hustle,lucky stiff,"ending with synonyms for ""swindle""",very_hard
skydive,waterfall,gatecrash,raindrop,ending with synonyms for “plunge”,very_hard
dynasty,gimmick,engross,mildew,ending with synonyms for “yuck”,very_hard
witherspoon,boilerplate,jackknife,buttercup,ending with tableware,very_hard
bigfoot,compound,thermometer,instagram,ending with units of measure,very_hard
support,back,champion,second,endorse,easy
spirit,vigor,juice,steam,energy,medium
battery,charge,power,juice,energy for an electronic device,hard
wrestling,bowling,acupuncturing,sewing,engaging in an activity with pins or needles,hard
salt,season,flavor,spice,enhance the taste of,easy
appreciate,relish,love,savor,enjoy,easy
dig,fancy,like,fancy,enjoy,easy
feed,sup,feast,dine,enjoy a meal,medium
big,giant,great,huge,enormous,easy
giant,mammoth,monster,titanic,enormous,easy
bumper,giant,titanic,monster,enormous,medium
lock,guarantee,cinch,ice,"ensure, as a victory",hard
passion,relish,zest,gusto,enthusiasm,easy
buff,lover,fan,nut,enthusiast,hard
call,appeal,bid,petition,entreaty,easy
gate,door,hatch,portal,entryway,easy
outfit,furnish,provision,stock,equip,easy
stuff,gear,kit,tackle,equipment,easy
fair,even,just,equal,equitable,hard
waver,hedge,yo-yo,see-saw,equivocate,hard
period,age,time,day,era,hard
stunt,exploit,caper,antic,escapade,easy
really,pretty,mighty,very,especially,easy
launch,institute,found,start,establish,medium
pioneers,launches,institutes,begins,establishes,medium
wind,gas,stinker,toot,euphemisms for flatulence,medium
sofa,roe,pars,mink,european capitals minus second-to-last letter,very_hard
poland,denmark,greece,portugal,european countries,easy
shake,dodge,shake,duck,evade,medium
lose,skirt,dodge,escape,evade,medium
grade,grade,judge,rate,evaluate,easy
score,rate,review,rank,evaluate,easy
hop,rave,formal,ball,event with dancing,medium
common,routine,regular,standard,everyday,medium
hammy,dramatic,camp,overdone,"exaggerated, as a performance",medium
check,vet,review,screen,"examine, as an applicant",hard
fine,quality,sterling,prime,excellent,medium
neato,nifty,aces,keen,"excellent, in old slang",medium
singular,unique,special,remarkable,exceptional,easy
extract,quote,clip,passage,excerpt,medium
too,extra,over,beyond,excessively,medium
pump,hype,fire,amp,"excite, with “up”",very_hard
bridge,crunch,dip,squat,exercises,easy
effort,work,labor,sweat,exertion,medium
pace,sweat,fidget,blush,exhibit nervousness,medium
kick,buzz,rush,thrill,exhilaration,medium
went,departed,left,split,exited,easy
journey,odyssey,quest,voyage,expedition,easy
rate,price,cost,charge,expenditure,easy
blank,forget,flake,space,experience a memory lapse,very_hard
pilot,trial,exploratory,preliminary,experimental,medium
thunder,roar,boom,crash,explosive sound,easy
air,state,voice,speak,express,hard
imply,couch,suggest,intimate,express indirectly,hard
inanimate,blank,wooden,flat,expressionless,easy
erm,um,uh,well,expressions of hesitation,very_hard
outside,face,front,surface,exterior,medium
mastodon,trilobite,dodo,mammoth,extinct animals,easy
awful,super,very,quite,extremely,medium
real,bloody,way,awful,extremely,very_hard
pupil,iris,lens,retina,eye parts,easy
fairy tale,fantasy,invention,fiction,fabrication,easy
corduroy,linen,tweed,denim,fabrics,easy
sham,bluff,show,front,facade,medium
nose,cheek,eye,mouth,facial features,easy
mustache,beard,stubble,goatee,facial hair,easy
miss,skip,cut,ditch,fail to attend,medium
lose,blow,miss,waste,"fail to take advantage of, as an opportunity",very_hard
bomb,dud,lemon,flop,failure,medium
turkeys,flops,busts,misses,failures,medium
wolf,princess,witch,giant,fairy tale figures,easy
buckle,give,collapse,cave,fall in under pressure,medium
forge,fabricate,fake,fix,falsify,easy
poppy,mum,grammy,dada,familial nicknames,hard
cuz,mummy,grammy,pop,familial nicknames,medium
dada,sisi,brow,moma,family member nickname plus a letter,very_hard
marx,warner,wright,jonas,famous brothers,medium
page,king,berry,waters,famous guitarists,hard
star,personality,figure,name,famous person,easy
if,harlem,daddy,howl,famous poems,very_hard
lorde,bishop,pope,burns,famous poets,hard
bubbles,king kong,george,koko,famous primates,very_hard
punch,triumph,lamb chop,oscar,famous puppets,hard
bridge troll,riddler,mad hatter,sphinx,famous riddle-givers,very_hard
mona lisa,joker,cheshire cat,comedy mask,famous smiles,medium
rodeo,vine,sunset,mulholland,famous streets in los angeles,medium
free,that,pants,feast,fancy ___,very_hard
fancy,invention,figment,fiction,fantasy,easy
troll,giant,pixie,dragon,fantasy creatures,easy
sty,stable,pen,coop,farm fixtures,medium
rake,plow,sickle,hoe,farm tools,easy
market,almanac,insurance,tan,farmers’ things,very_hard
line,brand,label,collection,fashion designer's output,easy
glamour,w,elle,allure,fashion magazines,medium
hip,in,hot,chic,fashionable,medium
outback,subway,checkers,sonic,fast food chains,hard
mermaid,king,colonel,clown,fast food mascots,very_hard
food,forward,fashion,friends,fast ___,very_hard
rapids,current,whirlpool,cataract,fast-moving water,easy
cascade,wave,current,rapid,fast-moving water,hard
snap,clip,hook,buckle,fasteners,medium
button,snap,buckle,zip,fastening verbs,easy
cat,tuesday,chance,lip,fat ___,very_hard
artificial,imitation,fake,mock,faux,easy
door,car,goat,host,featured in the monty hall problem,very_hard
bounty,saloon,duel,cowboy,featured in westerns,medium
eloise,plaza,pug,turtle,featured in “eloise”,very_hard
giant,jack,cow,beans,featured in “jack and the beanstalk”,hard
amber,dinosaur,mosquito,paleontologist,featured in “jurassic park”,hard
queen,bashful,mirror,apple,featured in “snow white”,hard
strap,hole,loop,buckle,features of a belt,medium
radio,air conditioner,cup holder,shifter,features of a car's center console,medium
bow,wings,diaper,arrow,features of a cartoon cupid,very_hard
mogul,lift,lodge,slope,features of a ski resort,medium
blubber,fluke,melon,flipper,features of a toothed whale,hard
robe,blindfold,scales,sword,features of justice personified,very_hard
peg,neck,bridge,string,features of stringed instruments,medium
capitol,pool,obelisk,mall,features of the national mall in d.c.,hard
button,fly,rivet,pocket,features on a pair of jeans,easy
rummage,fish,fumble,root,feel around (for),hard
bitter,salty,upset,sore,feeling some type of way,easy
cow,hen,doe,mare,female animals,easy
jenny,queen,nanny,vixen,female animals,hard
hen,doe,cow,ewe,female animals,medium
glove,jacket,mask,foil,fencing equipment,hard
masks,foils,jackets,gloves,fencing gear,very_hard
port,stout,cider,sake,fermented alcoholic beverages,medium
speculative,literary,young adult,historical,fiction categories,medium
romance,fantasy,mystery,horror,fiction genres,medium
ronald,joker,homey,pennywise,fictional clowns,hard
robot,big,toad,peanut,fictional misters,very_hard
porky,napoleon,piglet,babe,fictional pigs,very_hard
luffy,silver,sparrow,hook,fictional pirates,hard
sparrow,jones,silver,hook,fictional pirates,very_hard
powers,hunt,archer,smart,fictional spies,hard
bond,ryan,peel,hunt,fictional spies,hard
fawn,elephant,mouse,marionette,figures in classic disney animated films,very_hard
atlas,echo,paris,nike,figures in greek myth,hard
pan,helen,atlas,hermes,figures in greek myth,hard
donkey,dragon,ogre,princess,figures in “shrek”,hard
thread,strand,string,fiber,filament,easy
mid,tiff,zip,doc,file extensions,hard
gif,zip,tiff,pdf,file extensions,medium
save,print,new,open,file menu options,medium
stuff,jam,cram,pack,fill to excess,hard
well,like,um,literally,filler words,medium
makeup,props,wardrobe,hair,film departments,hard
action,lights,camera,cut,film set directives,easy
dolly,lens,tripod,boom,filmmaking equipment,hard
apr,ira,cfo,sec,financial abbreviations,hard
capital,equity,interest,stock,financial terms,hard
lather,froth,foam,head,fine bubbles,hard
strings,condition,catch,asterisk,fine print,easy
cream,best,select,elite,finest,easy
little,ring,middle,pointer,fingers,medium
through,complete,done,over,finished,easy
through,done,over,up,"finished, as time",medium
pottery,ceramics,ware,china,fired objects,easy
dressing,tape,bandage,scissors,first aid kit items,hard
speech,assembly,press,petition,first amendment freedoms,very_hard
introduction,premiere,debut,launch,first appearance,easy
laurel,fry,abbott,key,first in a comedy duo,very_hard
cab,duke,count,dizzy,first names in jazz,very_hard
yogi,lou,babe,mickey,first names of yankees legends,very_hard
casino,tomorrow,quantum,diamonds,first word in bond movie titles,very_hard
stairway,baba,hotel,bohemian,first words in '70s rock song titles,very_hard
notorious,foxy,gucci,killer,first words in rappers’ names,very_hard
nova,northwest,british,prince,first words of canadian provinces/territories,very_hard
boardwalk,curb,silicon,game,first words of hbo shows,very_hard
nations,lady,aid,responder,first ___,easy
sole,mullet,tang,fluke,fish,easy
char,pike,sole,tetra,fish,hard
fluke,skate,bass,pike,fish,hard
tang,perch,fluke,skate,fish,hard
char,perch,pike,skate,fish,medium
perch,eel,shark,sole,fish,medium
smelt,carp,flounder,catfish,fish that are verbs,hard
tackle,lure,reel,rod,fishing gear,hard
sinker,hook,fly,line,fishing gear,medium
fly,chum,sinker,bait,fishing terms,hard
puncture,crack,leak,hole,fissure,easy
health,form,condition,shape,fitness,medium
right,fair,proper,just,fitting,easy
stitch,patch,darn,mend,fix a hole in clothing,easy
shock,rock,surprise,floor,flabbergast,easy
shake,rock,floor,shock,flabbergast,medium
tasting,platter,flight,sampler,flavor assortment,hard
elastic,plastic,supple,limber,flexible,medium
kiwi,ostrich,penguin,emu,flightless birds,hard
jerk,startle,bolt,jump,flinch,medium
laminate,tile,carpet,wood,flooring options,easy
lemon,turkey,bust,miss,flop,medium
stalk,bud,petal,leaf,flower parts,medium
daisy,tulip,rose,violet,flowers,easy
jasmine,petunia,daisy,poppy,flowers,medium
cloud,dandelion,sheep,cotton ball,fluffy white things,easy
faze,throw,rattle,ruffle,fluster,easy
stew,sweat,tizzy,lather,flustered state,easy
fire extinguisher,shaving cream,sea,beer,foamy things,medium
trash,desktop,pictures,music,folders on a mac,medium
chicken little,tom thumb,thumbelina,jack,folktale characters,hard
tail,trail,track,shadow,follow,medium
wind,snake,weave,curve,follow a meandering course,medium
track,monitor,survey,watch,follow attentively,easy
typewriter,gothic,roman,sans,font-modifying words,hard
verdana,impact,arial,georgia,fonts,hard
papyrus,courier,impact,times,fonts,very_hard
chow,grub,fare,eats,food,easy
cheesesteak,wings,broil,sprouts,food named after cities,hard
cheese,corn,schmaltz,sap,food products associated with sentimentality,medium
melon,noodle,nut,bean,food slang for head,hard
🧀,🥓,🍞,🥬,food slang for money,easy
processor,fight,chain,pyramid,food ___,very_hard
salad,scramble,hash,stew,food-related jumbles,easy
turnover,tart,pasty,pie,foods with crusts,easy
madness,nonsense,absurdity,folly,foolishness,easy
arch,sole,toe,ball,foot parts,easy
cleats,pads,jersey,helmet,football gear,medium
guard,quarterback,center,safety,football positions,easy
sneaker,boot,pump,loafer,footwear,easy
sneak,slip,wade,loaf,footwear minus “er” sound,very_hard
locker,ball,hills,print,foot___,very_hard
everlasting,eternal,forever,permanent,for all time,easy
proscribed,verboten,taboo,off-limits,forbidden,medium
eject,boot,bounce,remove,force to leave,medium
bronco,mustang,pinto,fiesta,ford models,hard
initial,original,primary,first,foremost,easy
principal,supreme,premier,chief,foremost,easy
top,prime,head,lead,foremost,hard
main,supreme,prime,paramount,foremost,medium
nugget,coin,bar,leaf,formats of gold,medium
cube,powder,syrup,grain,forms of sugar,very_hard
open,direct,frank,straight,forthright,hard
marsala,port,sherry,vermouth,fortified wines,medium
courage,spirit,heart,backbone,fortitude,easy
spirit,will,resolve,grit,fortitude,medium
poker,flue,log,grate,found around a fireplace,medium
tea bag,tetherball,yo-yo,pendulum,found at the end of a string/cord,medium
counter,sink,mixer,range,found in a kitchen,medium
caramel,popcorn,prize,peanuts,found in cracker jacks,hard
keel,hatch,bridge,deck,found on a ship,hard
pot,pan,kettle,griddle,found on a stove top,easy
staff,clef,note,rest,found on sheet music,easy
rest,staff,note,accidental,found on sheet music,hard
hound,hole,trot,glove,fox___,very_hard
sausage,banger,link,brat,frankfurter,easy
con,fake,quack,cheat,fraudster,medium
pain,pamplemousse,vinaigrette,cornichon,french food words,hard
pain,adieu,temps,belle,french words,very_hard
kiss,bulldog,fry,horn,french ___,very_hard
ring,stick,wing,tender,"fried appetizer, informally",very_hard
bud,pal,chum,mate,friend,easy
date,kiwi,orange,lemon,fruit,easy
crisp,crumble,cobbler,tart,fruit desserts,easy
pair,lyme,bury,mellon,fruit homophones,very_hard
plumb,pair,leachy,current,fruit homophones,very_hard
apricot,grape,lime,fig,fruits,easy
dote,lumon,poach,ample,fruits with their second letters changed,very_hard
house,circle,monty,moon,full ___,very_hard
blast,ball,kick,ball,fun time,medium
blast,thrill,kick,riot,fun time,medium
purse,pool,pot,kitty,fund,easy
staple,essential,principal,key,fundamental,medium
function,ball,benefit,gala,fundraising event,easy
laugh,joker,card,clown,funny person,easy
riot,character,laugh,joker,funny person,easy
card,clown,cutup,joker,funny person,hard
business,girl,pages,bone,funny ___,very_hard
equip,ready,outfit,prepare,furnish,medium
wardrobe,chest,console,vanity,furniture,hard
forecast,outlook,prospect,chance,future likelihood,easy
remote,vague,faint,dim,"fuzzy, as a memory",medium
beer,pizza,dip,wings,game day fare,medium
bingo,roulette,lottery,war,games of chance,hard
tag,bingo,uno,marco polo,games where you say the game’s name,very_hard
seed,weed,water,plant,gardening nouns/verbs,easy
bread,garlic,butter,parsley,garlic bread ingredients,easy
diesel,regular,premium,plus,gas pump options,hard
dirt,secrets,intelligence,information,gathered by spies,very_hard
deck,porch,yard,stoop,gathering spot outside a residence,easy
radiant,baguette,princess,emerald,gemstone cuts,very_hard
light,mellow,mild,soft,gentle,easy
volumetric,angular,areal,linear,geometry adjectives,very_hard
kinder,die,wurst,angst,german words,medium
mend,knit,recover,heal,"get better, as a broken bone",easy
fire,psych,amp,hype,"get excited, with ""up""",easy
squat,duck,stoop,crouch,get low,medium
flush,glow,burn,blush,get red in the face,easy
shrink,contract,reduce,lessen,get smaller,easy
spooning,snuggling,cuddling,hugging,getting cozy,easy
card,wrapping,box,bow,gift-giving accessories,easy
idea,message,point,drift,gist,hard
substance,meat,thrust,core,gist,medium
dub,call,name,label,give a title to,easy
coast,float,coast,breeze,glide,easy
drift,float,skate,cruise,glide,easy
touch,hint,trace,suggestion,glimmer,easy
peep,glance,look,gander,glimpse,easy
dazzle,pomp,flash,ritz,glitziness,hard
sol,real,dollar,won,global currencies,hard
pound,pound,real,yen,global currencies,hard
yuan,won,pound,sterling,global currencies,hard
sour,spoil,turn,rot,go bad,medium
see,woo,date,court,go out with,medium
challenge,confront,oppose,face,go up against,medium
figure,rogue,figure,commando,go ___,very_hard
fish,steady,bananas,bananas,go ___,very_hard
push,egg,urge,spur,"goad, with ""on""",easy
legend,icon,diva,queen,goddess,easy
mine,rush,bond,leaf,gold ___,very_hard
parachute,girls,fleece,rule,golden ___,very_hard
wood,iron,wedge,putter,golf clubs,medium
fairway,rough,green,bunker,golf course parts,easy
driver,eagle,stroke,hole,golf terms,medium
raise,promotion,bonus,equity,good things to get at work,easy
load,cargo,haul,freight,goods to be transported,easy
dirt,talk,dish,buzz,gossip,easy
dishing,whispering,buzzing,spilling,gossiping,medium
hold,rivet,engross,absorb,grab one’s attention,easy
syringe,ruler,protractor,beaker,graduated instruments,medium
barley,spelt,oat,rye,grains,easy
present,future,past,perfect,grammar tense terms,easy
plain,meadow,prairie,savanna,grassland,medium
park,lawn,green,yard,grassy area,easy
field,green,lawn,grounds,grassy area,medium
skim,stroke,kiss,brush,graze,medium
witchcraft,summertime,autumn leaves,unforgettable,great american songbook songs,hard
load,drove,score,host,great many,medium
white,dane,lake,seal,great ___,very_hard
pi,mu,xi,nu,greek letters,hard
beta,iota,delta,chi,greek letters,medium
hercule,aja,her,are,greek mythological figures minus a letter,very_hard
kilo,meta,hyper,neo,greek prefixes,medium
chimichurri,relish,salsa verde,pesto,green condiments,medium
beret,goblin,thumb,salad,green ___,medium
hug,high five,wave,shake,greeting gestures,hard
gas,wood,electric,charcoal,grill fuel sources,medium
produce,frozen,snack,dairy,grocery store aisles,hard
original,different,new,novel,groundbreaking,medium
board,panel,cabinet,council,group of advisors,medium
compound,development,block,complex,group of buildings,very_hard
brood,clutch,litter,hatch,group of offspring,hard
side,wing,division,faction,group within a group,hard
camp,camp,wing,party,group within a group,hard
fingers,commandments,bowling pins,decade,groups of ten,easy
usher,pilot,shepherd,steer,guide,medium
bridge,neck,fret,body,guitar parts,very_hard
slide,strum,bend,pick,guitar playing techniques,hard
trident,orbit,extra,ice breakers,gum brands,hard
cinnamon,menthol,wintergreen,bubblegum,gum flavors,easy
curl,plank,press,lunge,gym exercises,hard
bars,vault,beam,rings,gymnastics apparatus,easy
rings,floor,horse,vault,gymnastics apparatus,hard
roundoff,aerial,arabesque,split,gymnastics moves,easy
tuck,split,straddle,pike,gymnastics positions,medium
grapefruit,marble,pea,baseball,hail size comparisons,hard
gel,wax,spray,mousse,hair products,easy
dryer,chair,mirror,sink,hair salon fixtures,hard
cut,trim,color,blowout,hair salon offerings,easy
dryer,iron,comb,brush,hair tools,medium
buzz,pixie,bowl,crew,"haircuts, with “cut”",easy
shag,bob,crop,fade,hairstyles,hard
bob,shag,pixie,crop,hairstyles,medium
tombstone,pumpkin,bat,cobweb,halloween decorations,easy
decorations,pumpkin,candy,costume,halloween purchases,easy
spider,bat,pumpkin,witch,halloween symbols,easy
staunch,stem,check,curb,halt,hard
digit,piggy,mitt,dog,hand- and foot-related slang,very_hard
settle,pay,take care of,foot,"handle, as a bill",medium
emperor,duckling,princess,mermaid,hans christian anderson figures,medium
kiss,countdown,ball,fireworks,happy new year!,very_hard
returns,days,medium,meal,happy ___,very_hard
hour,camper,trails,ending,happy ___,very_hard
sock,lick,strike,blow,hard hit,medium
light,faint,pale,dim,hard to make out,medium
candy,copy,knocks,seltzer,hard ___,very_hard
quiet,slow,sleepy,calm,hardly bustling,easy
nail,rivet,screw,bolt,hardware fasteners,medium
beret,fez,fedora,bowler,hats,easy
intend,aim,plan,mean,have in mind,medium
succession,entourage,insecure,euphoria,hbo shows,hard
state,lettuce,steam,hair,head of ___,very_hard
rumbling,speculation,whispers,talk,hearsay,easy
sweet,tender,moving,touching,heartwarming,easy
oven,forge,kiln,furnace,heat sources,medium
regard,mind,follow,observe,"heed, as rules",medium
dna,spring,corkscrew,fusilli,helical things,very_hard
direct,guide,lead,steer,helm,medium
plan,host,throw,cater,help put on a party,hard
kindness,favor,solid,service,helpful deed,hard
coat,crest,shield,arms,heraldry terms,hard
mace,sage,dill,anise,herbs and spices,easy
bond,wick,ocean,jones,heroes of action movie franchises,hard
bass,does,dove,bass,heteronyms,hard
wind,coordinate,axes,desert,heteronyms,hard
bug,tap,mike,wire,hidden listening devices,medium
block,shield,cover,screen,hide from view,medium
peak,crest,summit,vertex,highest point,easy
expert,hotshot,ace,crackerjack,highly skilled,easy
inhibit,curb,hamper,check,hinder,medium
slam,bang,pound,hammer,hit hard,easy
one week,too close,closing time,iris,hit songs of 1998,hard
roof,jackpot,road,hay,hit the ___,very_hard
rebecca,rope,notorious,birds,hitchcock movies,medium
treasure,value,esteem,prize,hold dear,medium
pipe,hose,straw,tube,hollow cylinders,medium
buy,yew,bye,tue,homophones,easy
ewe,you,bi,too,homophones,easy
two,to,u,by,homophones,easy
holi,wholly,holy,holey,homophones,hard
new,wee,nu,u,homophones,very_hard
yew,wii,knew,oui,homophones,very_hard
peek,gnu,peak,ewe,homophones,very_hard
pique,we,you,peke,homophones,very_hard
straight,see,creak,bae,homophones of bodies of water,very_hard
naval,i,hare,mussel,homophones of body features,very_hard
sew,fore,butt,oar,homophones of coordinating conjunctions,very_hard
quarts,choral,opel,purl,homophones of gemstones,very_hard
eave,able,noaa,cane,homophones of genesis figures,very_hard
pie,row,moo,new,homophones of greek letters,hard
wrap,indy,mettle,seoul,homophones of music genres,very_hard
greece,katz,hare,maim,homophones of musicals,very_hard
bawl,soul,tow,heal,homophones of parts of the foot,very_hard
doe,lute,bred,cache,homophones of slang for money,very_hard
pedal,trayed,hock,cell,"homophones of synonyms for ""vend""",very_hard
fowl,vial,offal,mien,homophones of synonyms for “despicable”,very_hard
steel,knick,rabe,lute,homophones of synonyms for “nab”,very_hard
om,jewel,carrot,hurts,homophones of units of measure,very_hard
civic,passport,pilot,accord,hondas,hard
steaming,livid,fuming,boiling,hopping mad,easy
carpenter,aster,craven,wan,horror directors,hard
purge,saw,ring,scream,horror franchises,easy
🪚,😱,👽,🧛,horror movies,hard
pearl,nope,scream,smile,horror movies from 2022,hard
birds,ring,fog,omen,"horror movies, with “the”",hard
exorcist,shining,birds,haunting,"horror movies, with “the”",medium
radish,play,power,shoe,horse___,very_hard
fly,shoe,feathers,power,horse___,very_hard
tea,cocoa,coffee,chai,hot drinks,easy
jet,heater,pump,filter,hot tub components,very_hard
potato,water bottle,rod,dog,hot ___,very_hard
parking,breakfast,wi-fi,pool,hotel amenities,hard
babe,fox,ten,snack,hottie,hard
cottage,ranch,prairie,craftsman,house styles,very_hard
rate,speed,clip,pace,how fast something is going,easy
henry,jennifer,kate,rock,hudsons,hard
sling,pitch,chuck,pelt,hurl,easy
sting,smart,ache,burn,hurt,easy
mum,private,secret,quiet,hush-hush,easy
you,lucy,rock 'n roll,new york,i love ___,very_hard
cone,shake,cup,split,ice cream parlor orders,medium
float,split,sundae,sundae,ice cream treats,easy
float,shake,split,shake,ice cream treats,easy
cube,cream,machine,storm,ice ___,very_hard
polo player,laurel,crocodile,swoosh,icon embroidered on a polo shirt,hard
flack,franklin,knight,baker,iconic soul singers,hard
speech bubble,music notes,envelope,compass,icons on an iphone,very_hard
light,burn,torch,kindle,ignite,easy
sort,variety,kind,type,ilk,hard
type,kind,sort,like,ilk,medium
bowler,apple,cloud,pipe,imagery in magritte paintings,very_hard
guzzle,pound down,swill,knock back,imbibe,medium
mime,mirror,ape,parrot,imitate,very_hard
fake,dupe,dummy,copy,imitation,medium
inspire,spur,motivate,drive,impel,medium
bushel,peck,stone,ton,imperial units,medium
major,key,principal,critical,important,easy
fine,assess,levy,charge,"impose, as a penalty",easy
levy,charge,assess,fine,"impose, as a penalty",hard
quack,charlatan,sham,fraud,impostor,easy
stirring,christmas,mouse,house,"in ""a visit from st. nicholas""",medium
testy,surly,cross,short,in a bad mood,easy
current,happening,fresh,chic,in fashion,easy
original,unused,mint,new,in pristine condition,easy
aware,savvy,wise,hip,in the know,medium
romeo,tango,alfa,bravo,in the nato alphabet,hard
uniform,echo,kilo,victor,in the nato alphabet,very_hard
golf,delta,bravo,lima,in the nato phonetic alphabet,medium
only,simply,just,merely,in the slightest,medium
might,wish,may,tonight,"in “star light, star bright”",very_hard
initial,first,premier,maiden,inaugural,medium
episode,affair,matter,event,incident,medium
and,plus,also,with,including,medium
mount,swell,grow,build,increase,easy
balloon,mount,mushroom,wax,increase,medium
wax,mount,swell,grow,"increase, in a way",medium
hike,crank,raise,jack,"increase, with ""up""",medium
flew,rose,thrust,shot,"increased, with “up”",medium
coarse,blue,bawdy,risque,indecent,hard
mean,spell,suggest,signify,indicate,medium
nod,prompt,signal,cue,indication,easy
sign,hint,flag,sign,indication,medium
trace,tell,evidence,giveaway,indication,medium
warning,sign,message,omen,indication of things to come,easy
word,cue,prompt,signal,indication to proceed,hard
being,ego,self,character,individuality,medium
bell,diesel,singer,watt,industrial revolution inventors,very_hard
juice,pull,sway,weight,influence,easy
sway,sway,weight,pull,influence,medium
clout,weight,clout,pull,influence,medium
player,bio,stat,team,info on a baseball card,easy
medium,year,artist,title,info on a museum placard,hard
iron,protein,sodium,fat,info on a nutrition label,easy
label,artist,album,track,info on a record,hard
leak,rat,canary,source,informant,easy
intel,data,news,info,information,medium
diagram,map,graph,chart,information displays,easy
orange,bitters,sugar,rye,ingredients in an old fashioned,hard
sugar,boba,tea,milk,ingredients in bubble tea,hard
eggs,flour,butter,sugar,ingredients in classic pound cake,easy
stock,beans,vegetables,pasta,ingredients in minestrone,hard
puff,pull,drag,draw,inhalation,medium
soul,heart,essence,spirit,inherent nature,easy
beatle,flee,nat,aunt,insect homophones,very_hard
ant,beetle,termite,mantis,insects,very_hard
racks,bag,tiles,board,inside a scrabble box,very_hard
scoop,word,skinny,dope,inside info,medium
skinny,dirt,scoop,dish,inside info,very_hard
original,fresh,novel,creative,inspired,easy
outlet,sconce,baseboard,switch,installed on a wall,medium
coach,guide,train,direct,instruct,easy
symbol,liar,loot,base,instrument homophones,very_hard
recorder,jug,whistle,pipe,instruments you blow into,hard
low,short,wanting,shy,insufficient,very_hard
zing,knock,slight,burn,insult,easy
barb,diss,dig,jab,insult,medium
jab,slight,dig,burn,insult,medium
air,vibe,halo,aura,intangible quality,easy
sleeper,asset,mole,agent,intelligence operative,easy
bright,quick,sharp,clever,intelligent,easy
quick,smart,sharp,bright,intelligent,medium
wow,man,boy,goodness,interjections,easy
probe,examine,question,grill,interrogate,medium
spell,stretch,while,period,interval of time,hard
private,secret,personal,inner,intimate and undisclosed,medium
rattle,daunt,bully,cow,intimidate,hard
willing,game,eager,down,into it,easy
pluck,pluck,nerve,grit,intrepidity,easy
grit,resolve,heart,fortitude,intrepidity,easy
desire,drive,resolve,will,intrinsic motivators,easy
outpouring,tidal wave,torrent,avalanche,inundation,easy
ad-lib,make up,improv,freestyle,invent as you go,easy
hold,trade,short,hedge,investment verbs,hard
bond,stock,option,cd,investments,easy
sink,toothbrush,drill,x-ray,involved in a dentist visit,hard
clock,mail,maps,notes,iphone apps,medium
exclamation points,thumbs up,heart,question mark,iphone message tapback responses,hard
rose,will,may,drew,irregular verbs,hard
bug,steam,nettle,ruffle,irritate,medium
japan,malta,cuba,palau,island countries,hard
parmesan,venetian,neapolitan,bolognese,italian demonyms,hard
record,coin,stamp,comic,item in a collection,hard
sock,earbud,ski,bookend,item sold in pairs,hard
sheet,towel,pillowcase,washcloth,items in a linen closet,easy
hotel,token,house,deed,items in a monopoly box,hard
thread,button,scissors,needle,items in a sewing kit,easy
key ring,figurine,postcard,magnet,items in a souvenir shop,medium
domino,marble,jack,stick,items in classic kids’ games,very_hard
pot,rabbit,ass,knife,jack ___,very_hard
frost,black,sparrow,ma,jacks,hard
monk,parker,holiday,hancock,jazz legends,very_hard
pendant,brooch,bangle,anklet,jewelry,very_hard
signs,her,gladiator,joker,joaquin phoenix movies,hard
legend,candy,major,carpenter,johns,very_hard
bond,combine,wed,fuse,join,medium
hip,wrist,shoulder,knee,joints,hard
razz,tease,rib,kid,joke around with,easy
leap,spring,bound,vault,jump into the air,very_hard
cricket,frog,hare,kangaroo,jumping animals,easy
metamorphosis,castle,judgment,trial,"kafka works, with ""the""",hard
silo,cloister,separate,seclude,keep apart,medium
insist,linger,harp,dwell,"keep going on about, with “on”",hard
clap,bob,snap,tap,keep rhythm with music,hard
follow,track,watch,monitor,keep tabs on,easy
recipe,ticket,secret,formula,"key to success, so to speak",very_hard
tab,option,return,shift,keyboard keys,hard
paste,quit,print,save,keyboard shortcut commands,easy
champ,tiger,sport,buddy,kiddo,easy
method,character,stage,film,kinds of actors,hard
pharaoh,fire,carpenter,army,kinds of ants,hard
egg,everything,poppy,plain,kinds of bagels,medium
kidney,navy,mung,pinto,kinds of beans,easy
sun,brown,polar,black,kinds of bears,hard
sleigh,bunk,murphy,canopy,kinds of beds,hard
river,flower,nail,oyster,kinds of beds,very_hard
platinum,strawberry,honey,dirty,kinds of blond,hard
navy,tiffany,baby,sky,kinds of blue,hard
